topic_EN,topic_ES,argument_ES,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Estaría en contra de una libertad comercial.,-1,1,10,8,0,2,1,5,1,4
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Este algoritmo no puede ser manipulado para dar falsa data,1,0.585936036,10,7,0,3,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Este tipo de automatización está destruyendo el empleo de miles de personas cualificadas.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Este tipo de comercio permite reducir las perdidas al comprar o vender la bolsa en el momento correcto,-1,1,10,9,0,1,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Este tipo de modelo de negocio es altamente manipulable y puede conllevar a burbujas económicas que repercutan negativamente en la económica de los mercados nacionales e internacionales.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Este tipo de trading abre las puertas a que muchos inversores casuales controlen el mercado mediante movimientos pasados, lo cual genera un mercado muy inestable",1,0.568501843,10,3,0,7,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Esto es un innovadora medida para el tema del comercio.Procesan muchísimos datos de lo que una persona podria y algo mas importante aun es que no tienen el factor emocional al momento de tomar decisiones.,-1,1,10,9,1,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Esto quita trabajo a personas que se han capacitado en el tema durante toda su vida para trabajar de esto,ademas,requiere un excelente soporte para tenerlo actualizado y operante segun las necesidades",1,0.846635764,20,3,0,17,0.924203558,12,1,11
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Evita el error humano en mayor numero, bien sea por causas emocionales o por variables conductuales que el sistema evita mejorando resultados.",-1,1,20,20,0,0,0.998271369,11,2,9
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Gracias a esto se aprovecha mucho más cada movimiento en la economía, no padecen como los seres humanos, son mucho más eficientes y van mejorando a medida que avanza la inteligencia artificial.",-1,1,20,19,0,1,1,13,0,13
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Hay que tener cuidado sobre lo que es capaz  de hacer o no un trading algorítmico, no debemos dejarnos llevar nunca por ofertas engañosas de terceros, ni por la euforia de un buen periodo de resultados.",1,0.787494807,10,1,2,7,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,La negociación algoritmica es injusta porque da ventajas a las grandes empresas,1,1,20,0,0,20,0.714305523,12,5,7
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Las empresas deben ajustarse siempre a los métodos tradicionales y no apoyar nuevos modelos.,1,1,10,2,0,8,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Las nuevas formas de mercado, como el comercio algorítimico, incentivan la economia y agilizan procesos, eliminando la burocracía tradicional",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Los algoritmo nos permiten ejecutar una accion resolver un problema mediante una serie de instrucciones definas  obteniendo una solucion,-1,0.646479304,20,15,4,1,0.445197259,11,6,5
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Los algoritmos comerciales permiten la expansión de los distintos niveles de comercio de alto nivel por lo que su uso debería ser mas extendido,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Los algoritmos de comercio deben ser eliminados, estos engañan a las personas ofreciéndoles ganancias irreales con el fin de hacerse con su dinero.",1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Los algoritmos de comercio no deben ser eliminados, estos brindan a las personas la oportunidad de ganar dinero de forma automática,  sin necesitar tiempo y esfuerzo de su parte.",-1,1,20,20,0,0,0.952316918,12,1,11
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Los algoritmos de trading se deberían prohibir porque atentan contra la seguridad económica, y en manos de pequeños grupos económicamente poderosos pueden manipular los mercados a su antojo.",1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Los algoritmos en el trading permiten que personas con menos tiempo sean igual de capaces de realizar movimientos financieros y de inversión, masificando la economía y evitando mayores pérdidas.",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Los algoritmos por su complejidad no son del todo confiables pueden tener vacíos o ser modificados para usos negativos,1,1,10,1,0,9,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Los algoritmos pueden tener alguna falla que lleve a la perdida de millones a las empresas y no tiene la intuicion y sentido comun que um humano tiene al conocer las distintas variables externas.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Los comercios solo deberían hacer pedidos que realmente necesiten y no acaparar todo.,1,0.576446342,10,0,5,5,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Los distintos software utilizados para el trading son simplemente herramientas que ayudan a obtener mejores posiciones y ganancias sin hacerle daño a nadie,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Los mecanismos de trading algoritmico afecan los precios de acuerdo al beneficio de quiene programan los algoritmos, realizando millones de microtransacciones para que los precios suban o bajen segun sus deseos",1,0.868414163,20,1,1,18,0.866670956,11,2,9
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Los mecanismos de tradinng modernos permiten un el desarrollo de una libre competencia entre un mayor numero de miembros creando un clima de mercado ideal,-1,0.77354005,10,9,1,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Los modelos avanzados matemáticos llevan tras de sí un arduo trabajo para su construcción, por lo tanto el empleo de los mismos traerá consigo grande ventajas.",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Los riesgos financieros son mayores, se necesita de un control estricto del sistema por lo que resulta mejor prohibirlo.",1,1,20,1,0,19,0.950007351,13,1,12
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Mientras sea legal no hay necesidad de prohibirla,-1,1,10,10,0,0,0,5,4,1
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Muchas personas ganan dinero con esto, esto hace que haya menos desempleo en los paises",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Muchas personas se aprovechan de las crisis economicas para hacer dinero. Esto hace que las personas deseen una crisis para generar dinero,1,1,10,0,2,8,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,No debe de prohibirse el Trading algorítmico ya que mediante este proceso se pueden agilizar agilizar las operaciones financieras.,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,No debe prohibirse nada que ayude a un humano a tomar las mejores decisiones y gracias a esto tener mayores ganancias como en este caso,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,No debería prohibirse ya que facilita los negocios y ahorra tiempo a los inversores,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,No es una transacción disponible para todo el mundo,1,0.721671648,10,1,3,6,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"No para nada en este mundo donde sólo los millonarios pisan a los más pobres, donde no hay oportunidades de resurgir.",-1,0.606604815,10,7,1,2,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,No porque afectaría a los mercado pequeño  debería de tener igualdad,-1,0.706624028,10,8,1,1,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,No se debería prohibir el comercio algorítmico porque este permite a las personas trabajar de manera independiente y obtener más ganancias que en un trabajo convencional.,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"No se debería prohibir porque esto permite a las personas hacer sus propias programaciones, según sus análisis; así no es necesario que alguien esté siempre viendo gráficas, ya que ocasiona pérdida de tiempo.",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"No se deberían de prohibir, distintas empresas aprovechan el uso de estos algoritmos para obtener mejores negocios en cuanto al comercio de sus activos.",-1,1,10,9,0,1,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"No, es una locura prohibir el comercio algoritmico, me parece que esto es trading!!! Es lo que esta moviendo al mundo en la actualidad",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Practicar el trading o la compra-venta de activos hace tiempo que quedó en unas pocas manos privilegiadas. Se deberia prohibir el trading computerizado para dar opción a pequeños inversores.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Precisamente el hecho de que el comercio algorítmico este controlado por maquinas impide que las emociones humanas intervengan en el proceso,-1,0.801525626,10,6,1,3,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Prohibir el comercio algorítmico sera beneficioso para las pequeñas industrias,1,1,20,0,0,20,0.613117185,12,4,8
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Prohibir el trading algorítmico sería involucrar la emocionalidad humana entre los inversionistas, permitiendo que las operaciones y transacciones entre estos se rigen por los sesgos conductuales.",-1,1,10,9,1,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Pues siguiendo este enfoque  algoritmico  no deberiamos prohibirlo,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Quien haga trading sin apoyarse en métodos algorítmicos está desaprovechando la oportunidad de crecer comercialmente.,-1,1,10,9,1,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Se debería prohibir el comercio algorítmico porque  impide el crecimiento del comercio libre.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Se debería prohibir el comercio algorítmico porque causa excesivo desempleo.,1,1,20,0,0,20,0.494502112,11,7,4
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Se debería prohibir este tipo de comercio ya que existe la posibilidad de que algunas empresas o emprendedores no puedan cumplir a cabalidad los objetivos,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Se debería prohibir porque este sistema automatizado hace que la gente programe transacciones según tiempo o precio y esto hace que los demás no puedan ejecutar transacciones manuales apropiadas.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Se debería prohibir ya que existen sistemas que deben tener un control constante y prevalente,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Se está buscando restaurar la confianza del consumidor en el mercado de valores . Hay propuestas como la de un impuesto comercial por acción o aumentar las tarifas cobradas a las empresas,0,0.503447361,10,4,6,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Si el comerciante cree necesario el comprar al mayor no creo que tenga problemas por eso.,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Si la tecnología lo permite, no veo por qué no aprovechar los algoritmos avanzados para el trading.",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Si porque no genera una competitividad sana entre los inversores. Cuando se usa esta herramienta se favorece  a los grandes inversores que son quienes tienen posibilidad de invertir en tecnología.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Si se debe prohibir, esto afecta los mercados, debido a que las computadoras saben cuando,como y donde comprar aparte que no sienten emociones como los humanos, esto es una clara ventaja.",1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Si se llegase aboler este comercio afectaria a la economia mundial y por ende seria un daño terrible,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Si todo se basa en un algoritmo atentaría contra la libertad del comercia lo que podría incrementar los precios.,1,0.78437424,10,1,0,9,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Sin embargo los pocos que están permitidos ayudan mucho a subir la ganancia e influencia del comercio algorítmico pero como todo tiene sus riesgos en cuanto a trading se refiere,0,0.506227049,10,7,2,1,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Supone una desventaja en el comercio para aquellos que no hagan uso de esta tecnica por lo que genera mayor desigualdad economica.,1,1,10,2,0,8,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Todo comercio que no genere impuesto, es ilegal.",1,1,10,1,1,8,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,Todos deberiamos aprovecharnos del comercio algoritmico porque asi podemos tener mejores ganancias.,-1,1,20,20,0,0,0.271653447,13,9,4
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Usar algoritmos funciona para reducir el esfuerzo y tiempo de la producción de ingresos en el intercambio de criptomonedas, lo que puede significar el sustento de muchas personas y prosperidad de ese mercado.",-1,0.869080995,10,9,0,1,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"Usualmente, los algoritmos utilizados en trading algorítmico pueden utilizar una o varias fuentes de datos o entradas",0,0.673691392,10,2,8,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,al final es una forma de manipulacion de los mercados,1,1,10,1,0,9,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,automatizar un proceso de esta naturaleza puede causar un desequilibrio económico en las criptomonedas por la cantidad de personas que pueden usar este método.,1,1,10,1,0,9,1,5,0,5
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,con ello nos están investigando a todos,1,1,10,0,4,6,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"con una serie de reglas los algoritmos analizan de manera instantanea el mejor momento para comprar o vender,...",-1,0.74385645,20,16,4,0,0.694897683,10,3,7
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,debe prohibirse ya que este no genera una estructura estable para su implementación generando en si muchos huecos legales haciendolo un medio factible para las estafas.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,deberia prohibirse ya que no es algo que todas las personas sepan utilizar y que les da una ventaja claro a aquellos que si,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,dejar la importancia de activos en algoritmos que pueden que no sepan enterpretar movientos a futuro o que pudieran se hackeados,1,0.702785153,10,1,1,8,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el acceso a la tecnología y el mejor uso de ello no debe ser prohibido,-1,1,10,10,0,0,0.871207321,7,4,3
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el comercio algoritmico da aquellas empresas con mayor capital y tamaño la vetanja en los mercados dificultando a las pequeñas empresas competir y crecer en gran medida,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el comercio algoritmico presenta la dificultad de que su data siempre es plagiada o copiada para tener un producto final sin costo. en mi parecer se debe patentar la idea,-1,0.657182404,10,3,1,6,0.989056248,5,2,3
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el comercio algoritmico se deberia prohibir debido a que se necesita proteger la idea de autores ya que existe mucho plagio y copia de informacion,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el comercio algorítmico es un buen negocio para aquellas personas que tomen cursos sobre esto en ver movimientos económicos y es de grandes ganancias.,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"el comercio algorítmico es un negocio para aquellas personas que no tienen una preparación, es decir, no es algo que ayude a otras personas, no es un servicio.",-1,1,10,4,1,5,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el cormercio algoritmico no debe ser prohibido porque nos permite ver  las perpectiva de negocios antes de ser ejecutados,-1,1,20,20,0,0,0.675957275,7,5,2
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el pequeño inversor no puede ganar en un mercado tan agresivo como ese,1,1,10,0,2,8,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el proceso del comercio de algoritmos es usado para compra ventas de isntrumentos financieros esto ayuda a muchas personas,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,el uso de modelos matematicos en el sistema de comercio es limitado para la gran parte de la poblacion por su complejidad.,-1,0.580050882,20,5,5,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,es un metodo rentable que ademas permite no estar tan pendiente a la hora de realizar el trading,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,es una violación de nuestra privacidad.,1,0.603738868,10,2,1,7,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,es útil como por ejemplo ahora para el covid19,-1,0.784027564,10,8,2,0,0,8,7,1
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,esta modalidad de comercio de mercado financiero que favorece a los usuarios,-1,0.773374496,10,9,1,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"este tipo de comercio es manipulable de manera informatica, no hay manera realmente de verificar si los movimientos algoritmicos de una accion son reales o no,",1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,facilita operaciones para personas que no tienen el tiempo suficiente y ni las habilidades,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,genera incertidumbre los robots algoritmicos dañan el sistema y engañan a los incautos,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,influye directamente en la economía mundial y en la mayoría de los casos genera perdidas o banca rota a los practicantes,1,1,10,1,0,9,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"muchas personas se benefician de este tipo de uso de algoritmos para tradear, otros dejan su pc ejecutando dicho algoritmo por ser mas rapido al momento de procesar.",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,muchos de estos algoritmos automatizan el trading y dejan sin trabajo a otras personas.,1,1,10,1,0,9,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,no deberia prohibirse por que esto es algo completamente legal para el gobierno y que es muy rentable,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,no deja de ser una forma mas de acceder a los mercados,-1,1,10,9,0,1,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"no sabria decir, solo los expertos en comercio podrían saber si es bueno o no el comercio  algorítmico",0,0.873657055,20,2,18,0,0,12,12,0
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,no sabría si deberian prohibir el comercio algorítmico solo los expertos en este tema podrian decir si se debe o no prohibir,0,0.824549455,10,3,7,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,no se  ven influenciadas por emociones,-1,0.506545833,10,5,4,1,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,no se debería  prohibir el comercio de algoritmos,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,no ya que a medida que avanza las tecnologias deberiamos apegarnos a ella,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"no, because it would be more damage to trade",-1,0.822252875,10,9,1,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"no, muchas oportunidades de generar ingresos y por lo tanto nuevas aperturas de mercados que aumentan la cantidad de empleos ademas que evolucionan el sistema",-1,1,10,9,0,1,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,por ser una forma de hacer trampa en los negocios,1,1,20,0,0,20,0.114258322,12,10,2
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,proporcionarlo la información para ayudar a mediana empresa,-1,0.629936948,10,5,5,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,putting conditions and terms for the sale would be better,0,0.824899729,10,3,7,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,se deberia prohibir porque es un elemento muy usado para el fraude financiero,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,si deberia prohibirse ya que es un mercado realizado todo por computadora  y en cuanto a la utilizacion de los criterios ya preestablecidos esto podria llevarte a la banca rota en un momento,1,1,20,0,0,20,0.879772445,11,2,9
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,"si ese tipo de mecanismo no arroja los resultados que se suponen q deben tener, ya que depende de la programación que le alla sido dada, lo que ocasiona perdidas a aquellos que la realizan sin experiencia.",1,0.821660053,10,1,1,8,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,si por que mediante el pueden hacer transacciones injutas y prohibidas,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,si se deberia prohibir el trading porque se presta para tergiversar la economia y que unos pocos se aprovechen,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,sis e hace adecuadamente al carecer de emociones el trading algoritmico puede ser muy eficiente arrojando buenas ganancias,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Deberíamos prohibir el comercio algorítmico,su regulacion es casi inesistente y necesitarian miles de euros para controlar este sistema,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"A pesar de las malas condiciones en las puedan estar los animales en estas fábricas, de ahí sale nuestra comida, por lo tanto prohibirlo nos haría cambiar totalmente nuestra alimentación.",-1,1,20,18,1,1,0.665115582,10,3,7
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Aunque ayuda al crecimiento de frutas y vegetales, tiene muchas repercusiones al medio ambiente, como gases nocivos y la erosion en los terrenos.",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Ayuda a aumentar la producción de alimentos y a bajar los precios de los mismos.,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Bajo ningún motivo debería prohibirse la agricultura industrial ya que es la única forma de mantener el abastecimiento suficiente y cubrir la demanda de alimentos de nuestra sociedad.,-1,1,20,19,0,1,1,13,2,11
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Causa un daño al ambiente y la naturalidad de los alimentos,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Con la agricultura industrial se producen alimentos a gran escala para cubrir la mayor demanda posible, esto es altamente beneficioso para una sociedad.",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"De ninguna manera, se vería afectada la alimentación, economía y empleo de muchísimas personas.",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Debemos prohíbir la agricultura industrial porque afecta a los trabajadores.,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Debería prohibirse, puesto que la alta concentración de animales generan stress a los mismos que luego son consumidos por humanos, ademas generan enfermedades y pestilencias.",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Debería ser eliminado porque es explotacion animal y no es natural para ellos,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Deberíamos prohibir la agricultura industrial pues deja a los agricultores pequeños sin trabajo.,1,1,10,1,0,9,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Debido a las bajas regulaciones a nivel ambiental de la agricultura industrial, la liberación de químicos al medio ambiente produce daños que no podrán ser solucionados en siglos",1,1,20,0,1,19,1,11,0,11
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"El cultivo industrial debería prohibirse pues no representa realmente una revolución verde, sino un exterminio de la tierra y un suicidio de la humanidad, por la cantidad de químicos usados en esos procesos",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,El maltrato al cual son sometidos millones de animales en este tipo de ambiente deberia ser mas que suficiente para que este tipo de granjas (Factory farms) sea baneada,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,El metodo ayuda a contrarrestar la crisis alimentaria del mundo debido a la produccion a gran escala de alimentos.,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"El producto alimenticio cada vez está más desvirtuado y es de peor calidad, y eso se debe en gran parte a la producción desmesurada y que solo atiende a aumentar los beneficios.",1,1,20,1,0,19,0.897617442,12,1,11
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"El uso de quimicos, y la sobreexplotación de las tierras cultivables,  hacen de la agricultura industrial no viable en terminos de conservación de los recursos disponibles de una región",1,0.801247304,10,1,0,9,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,En cierta parte la agricultura industrial hace mas daño que ayudar al medio ambiente por el uso de maquinaria pesada,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,En estos tiempos se debe incentivar la agricultura urbana donde cada persona se capaz de producir sus alimentos,1,0.745342179,10,3,0,7,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,En la agricultura industrial los animales están hacinados en condiciones que no se paracen a las naturales.,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,En la agricultura no se deberia se usar ningún tipo de químicos.,1,1,20,1,1,18,0.396225276,12,7,5
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"En los tiempos actuales es necesario garantizar la alimentación a toda la población, utilizando de manera optima todos los recursos que se dispongan",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,En ningun momento se deberia hacer esto ya que es un sector esencial para la sobrevivencia de los humanos,-1,1,10,9,0,1,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"En tiempo modernos, la producción agrícola a nivel industrial es necesaria",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Es importante esta industrializacion ya que abastse un pais de manera segura y sin riesgo a ninguna reaccion secundaria por parte de los alimentos,-1,1,20,20,0,0,0.894225325,12,3,9
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Es necesario mantener la cría intensiva de animales para poder alimentar a toda la población, ya que el consumo de carne es elevado y es la mejor manera de obtener producto de forma rápida y eficaz.",-1,1,10,9,0,1,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Es totalmente inhumano  criar animales y matarlos por comida.Ademas esta practica ayuda al calentamiento global por la emisión de gases que afectan la capa de ozono,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Es un problema para el medio ambiente, ya que en su mayoría se hace en grandes extensiones de terreno, la cual quita parte del habitad natural de distintos naturales.",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Es una forma de agricultura moderna que se refiere  a la produccion  industrializada con tecnologia moderna,0,0.481611225,20,11,8,1,0.458420338,9,5,4
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Esta practica aumenta la contaminación del ambiente principalmente del agua, ademas que la población rural productora pierde económicamente ya que las corporaciones tendrían aun mas control",1,1,10,0,0,10,,,,
