topic_EN,topic_DE,argument_DE,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Manche lernen es nun einmal nur auf die harte Art und Weise, in diesem Fall durch eine lange Haftstrafe.",-1,0.630755852,10,6,0,4,0.773562563,9,2,7
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Manchel sind drei Möglichkeiten schon wenigstens eine zu viel,-1,0.428795889,10,4,2,4,0.586380774,8,3,5
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Nein, wir sollten die Drei-Streik-Gesetze abschaffen. Dies ist ein guter Weg zum Wohlstand",1,0.864750407,7,0,1,6,0.246715315,7,5,2
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Sie sollten die Drei-Treffer-Gesetze beenden, da dies dazu führt, dass Menschen länger im Gefängnis bleiben.",1,0.859185534,7,1,0,6,0.866178881,7,1,6
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Sie sollten nicht, wir machen alle Fehler und wir können uns ändern und unsere Fehler ausgleichen",1,0.500963442,20,10,0,10,0.488677783,16,8,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Straftäter haben so weniger Angst vor Strafen,-1,0.728811729,8,6,0,2,0.876922362,8,1,7
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Streik durch Mitarbeiten schadet der Wirtschaft erheblich,0,1,7,0,7,0,0,7,7,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Streik ist ein nicht mehr zeitgemäßer Prozess. Außerdem schaden Steikmaßnahmen der Gesellschaft, da dadurch wichtige Prozesse eingeschränkt sind. Dazu zählt zum Beispiel der öffentliche Nahverkehr.",0,0.497318174,10,1,5,4,0.09452935,8,7,1
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"We moeten de driestakingswetten afschaffen, want dat levert me geen enkel voordeel op",-1,0.610885665,10,6,0,4,0.266553156,9,6,3
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Wer es nach zwei Verurteilungen nicht gelernt hat, lernt es gar nicht mehr. Solche Vielfachverbrecher sind eine Gefahr für die Gesellschaft und man muss sie wegsperren.",-1,0.895582804,10,9,0,1,1,9,0,9
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Wir dürfen die drei Streikgesetze nicht abschaffen, weil sie nicht schädlich sind",-1,1,20,20,0,0,0,16,15,1
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Wir müssen die Gefängnisse als wirtschaftliche Unternehmen begreifen und diese Regelung sorgt mit dafür, dass die Gefängnisse immer gut gefüllt bleiben.",-1,0.79688448,10,8,1,1,0.637364212,9,3,6
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Wir müssen die Gesetze von drei Schlägen aufheben, weil es eine harte Strafe für die Bürger ist",1,1,10,0,0,10,0.612177631,9,3,6
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Wir müssen die drei Streikgesetze abschaffen, weil sie schädlich sind",1,1,20,0,0,20,0.274661503,16,11,5
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Wir müssen diese Aufmerksamkeit nutzen, um diese Missbräuche zu beenden und die Menschenwürde zu gewährleisten.",1,0.591349252,20,0,8,12,0.252975381,16,12,4
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Wir sollten  das  ""Drei-Verstöße-Gesetz"" abschaffen, da jeder Haftplatz dem Steuerzahler sehr viel Geld kostet.",1,1,8,0,0,8,0.872148762,8,1,7
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Wir sollten die Drei-Streik-Gesetze abschaffen, damit es andere gibt, die sich lohnen",1,1,5,0,0,5,0,5,5,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Wir sollten die drei Angriffsgesetze nicht abschaffen,-1,1,10,10,0,0,0,9,9,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"es sollte nicht abgeschafft werden, da es gut funktioniert",-1,1,10,10,0,0,0,9,9,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,ja ja wir sollten die drei Schlaggesetze abschaffen,1,1,10,0,0,10,0.09452935,8,7,1
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,manchmal werden Menschen wegen kleinen Verbrechen wie Diebstahl oder fahren ohne Führerschein verurteilt. Nach dem dritten Vergehen dann so eine harte Strafe wäre einfach zu viel und unverhältnismäßig,1,0.79052789,10,2,0,8,1,8,0,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,straftat ist nicht gleich straftat. Wenn jemand wegen Verkehrsdelikten schon zweimal verurteilt wurde is bei einem dritten Verstoß eine wesentlich härtere Strafe unverhältnismäßig,1,1,10,0,0,10,1,8,0,8
We should adopt atheism,Wir sollten den Atheismus annehmen,"Atheismus gibt es in verschiedenen Ländern, hauptsächlich auf dem asiatischen und afrikanischen Kontinent. Atheist zu sein oder die dominierende Religion dieser Region nicht zu unterstützen, kann mit der",0,0.663184595,20,1,13,6,0,16,16,0
We should adopt atheism,Wir sollten den Atheismus annehmen,"Atheismus hat schlechte Auswirkungen auf Menschen, Menschen werden getäuscht und verlieren ihren Sinn im Leben, wenn sie vom richtigen Weg abkommen. Dies ist ein großer Fehler, Gott zu verlassen",-1,1,5,5,0,0,0.538953608,5,2,3
We should adopt atheism,Wir sollten den Atheismus annehmen,"Atheismus ist im Grunde auch eine Art Glaube (der Glaube, dass Gott nicht existiert) und engt den Menschen am Ende ebenfalls ein, zumal viele Menschen in der Religion Halt finden.",-1,0.87073576,8,7,0,1,0.865907464,8,1,7
We should adopt atheism,Wir sollten den Atheismus annehmen,"Atheismus würde religiösen Fanatismus verhindern und letztendlich beenden, man könnte sich aktiv auf das hier und jetzt konzentrieren und auf eine bessere Zukunft hinarbeiten, anstatt auf Erlösung zu warten.",1,1,10,0,0,10,1,7,0,7
We should adopt atheism,Wir sollten den Atheismus annehmen,"Atheismus zerstört den Glauben und somit den letzten Grashalm der Hoffnung an den viele sich klammern. Eine Welt ohne Hoffnung durch Glauben endet in Depression und Resignation, ohne moralische Leitfäden.",-1,1,8,8,0,0,1,8,0,8
We should adopt atheism,Wir sollten den Atheismus annehmen,"Bei Atheismus glaubt man an nichts, dementsprechend ist es auch kein Glauben",0,0.630567317,5,2,3,0,0,5,5,0
We should adopt atheism,Wir sollten den Atheismus annehmen,"Der Atheismus wurde erfunden, um die Präsenz der Religion zu leugnen, deshalb muss er verboten werden",-1,0.852345781,10,8,0,2,0.409940357,9,5,4
We should adopt atheism,Wir sollten den Atheismus annehmen,Der Glaube an einen Gott ist für viele Menschen tröstlich.,-1,1,10,10,0,0,0.198592786,9,7,2
We should adopt atheism,Wir sollten den Atheismus annehmen,Die Aufklärung  als areligiöse und atheistische Bewegung hat der Menschheit einen großen Fortschritt gebracht.,1,1,6,0,0,6,1,6,0,6
We should adopt atheism,Wir sollten den Atheismus annehmen,"Die Menschen sollten ihre Religion und ihren Glauben weiterhin ausleben dürfen, da der Glaube ihnen einen wichtigen Halt bietet.",-1,1,10,10,0,0,0.563212916,9,4,5
We should adopt atheism,Wir sollten den Atheismus annehmen,Die Orientierung an christlichen Werten ist wichtig und fördert den gesellschaftlichen Zusammenhalt.  Aus diesem Grund sollte jeder Mensch einer Religion angehören.,-1,0.905755825,10,9,0,1,0.837861387,9,2,7
We should adopt atheism,Wir sollten den Atheismus annehmen,"Die Religion vermittelt den Menschen auch erstrebenswerte menschliche Werte auf eine erzählerische Art und Weise, die auch von einfachen Leuten verstanden werden kann.",-1,0.905408687,10,9,0,1,0.929587942,9,1,8
We should adopt atheism,Wir sollten den Atheismus annehmen,"Die religiösen Vorstellungen sind reine Hirngespinste, die den Menschen vermittelt werden, um Herrschaft zu legitimieren und um die Menschen zu disziplinieren.",1,1,5,0,0,5,0.826985943,5,1,4
We should adopt atheism,Wir sollten den Atheismus annehmen,"Dies ist ein Argument darüber, wo die Diskussion darüber beginnen soll, ob Gott existiert oder nicht",-1,0.535692426,10,5,2,3,0.165686281,9,7,2
We should adopt atheism,Wir sollten den Atheismus annehmen,"Dies würde den Menschen mehr Freiheit geben, ihre eigenen Entscheidungen zu treffen.",1,1,10,0,0,10,0.658280144,9,3,6
We should adopt atheism,Wir sollten den Atheismus annehmen,Diese Religion gibt den Menschen keine Hoffnung,-1,0.880401932,10,9,0,1,0.625537305,8,3,5
We should adopt atheism,Wir sollten den Atheismus annehmen,"Diskriminierung, Verfolgung und Tötungen von Andersgläubigen würden zurückgehen.",1,0.921959539,10,1,0,9,0.882076319,8,1,7
We should adopt atheism,Wir sollten den Atheismus annehmen,Eine moderne und aufgeklärte Gesellschaft muss auf wissenschaftlichen Erkenntnissen beruhen und nicht auf mystischen Geschichten.,1,1,10,0,0,10,0.898316687,9,1,8
We should adopt atheism,Wir sollten den Atheismus annehmen,"Ich halte es nicht für richtig, Atheismus zu wählen, aber ich halte es für das Richtigste, die religiösen Überzeugungen jedes Menschen zu respektieren",-1,1,8,8,0,0,1,8,0,8
We should adopt atheism,Wir sollten den Atheismus annehmen,"Ich stimme dieser Religion nicht zu, da sie sehr leer ist",-1,0.939934758,10,9,0,1,0.232292592,9,6,3
We should adopt atheism,Wir sollten den Atheismus annehmen,"In der Regel, da die Götter in der Regel aus Holz bestehen",1,0.781515273,10,2,0,8,0.161656651,9,7,2
We should adopt atheism,Wir sollten den Atheismus annehmen,"In meinem Haus wurde uns schon früh die Wissenschaft Gottes vermittelt, und jeder sollte seinen Glauben respektieren.",-1,1,10,10,0,0,0.49896817,9,4,5
We should adopt atheism,Wir sollten den Atheismus annehmen,Jeder Bürger sollte selber entscheiden dürfen welche Religion er ausübt,-1,0.742940581,8,6,1,1,0.876922362,8,1,7
We should adopt atheism,Wir sollten den Atheismus annehmen,"Jeder befürchtet, dass diese Technologie die gleichen Diskriminierungsprobleme verursacht wie Prognosesätze und Algorithmen, die entscheiden, an wen eine Immobilie vermietet werden soll.",0,1,6,0,6,0,0,6,6,0
We should adopt atheism,Wir sollten den Atheismus annehmen,"Jeder befürchtet, dass diese Technologie die gleichen Diskriminierungsprobleme verursacht wie Prognosesätze und Algorithmen, die entscheiden, an wen eine Immobilie vermietet werden soll.",0,1,6,0,6,0,0.134763163,7,6,1
We should adopt atheism,Wir sollten den Atheismus annehmen,"Jeder befürchtet, dass diese Technologie die gleichen Diskriminierungsprobleme verursacht wie Prognosesätze und Algorithmen, die entscheiden, an wen eine Immobilie vermietet werden soll.",0,1,6,0,6,0,0.080775571,9,8,1
We should adopt atheism,Wir sollten den Atheismus annehmen,Jeder hat das Recht an das zu glauben was woran er möchte,-1,0.569830157,10,6,0,4,0.119365753,9,8,1
We should adopt atheism,Wir sollten den Atheismus annehmen,Längerfristig würden Diskriminierung und Verfolgung von Andersgläubigen und religiöser Fanatismus abnehmen.,1,0.907826307,10,1,0,9,1,8,0,8
We should adopt atheism,Wir sollten den Atheismus annehmen,Manche Leute brauchen einfach eine Religion als Fixpunkt im Leben,-1,1,10,10,0,0,0.882076319,8,1,7
We should adopt atheism,Wir sollten den Atheismus annehmen,"Mensch bleibt Mensch, egal welcher Religion er angehört oder nicht angehört.",0,0.502788424,10,3,5,2,0.540970328,9,4,5
We should adopt atheism,Wir sollten den Atheismus annehmen,"Nein, Atheismus basiert nur auf Wissenschaft und nicht auf Gottes Glauben",-1,1,10,10,0,0,0.713959124,7,2,5
We should adopt atheism,Wir sollten den Atheismus annehmen,"Nein, sie sollten keinen Atheismus annehmen",-1,1,7,7,0,0,0.111952152,7,6,1
We should adopt atheism,Wir sollten den Atheismus annehmen,"Nein, wir sollten Atheismus annehmen, dies führt zur Sünde",-1,1,10,10,0,0,0,9,9,0
We should adopt atheism,Wir sollten den Atheismus annehmen,"Nein, wir sollten keinen Atheismus annehmen",-1,1,7,7,0,0,0,7,7,0
We should adopt atheism,Wir sollten den Atheismus annehmen,Ob jemand atheistisch lebt muss jeder für sich entscheiden.,-1,0.840562453,6,5,1,0,0.509383813,6,3,3
We should adopt atheism,Wir sollten den Atheismus annehmen,Ohne den Glaube an einen Gott hat das Leben weder einen Sinn noch ein Ziel.,-1,1,8,8,0,0,0.872148762,8,1,7
We should adopt atheism,Wir sollten den Atheismus annehmen,Ohne einen Glauben gebe es weniger Kriege.,1,0.813993272,10,2,0,8,0.626523543,9,3,6
We should adopt atheism,Wir sollten den Atheismus annehmen,Religion und Glaubensfragen haben schon zu vielen feindlichen und blutigen Auseinandersetzungen geführt. Ein Leben fernab einer Glaubensrichtung würde daher einiges erleichtern.,1,1,10,0,0,10,1,10,0,10
We should adopt atheism,Wir sollten den Atheismus annehmen,"Religionen tragen zu Hass und Extremismus bei, eine Gesellschaft ohne Gott wäre sicherer.",1,1,7,0,0,7,1,7,0,7
We should adopt atheism,Wir sollten den Atheismus annehmen,"Sie sollten diese Idee verwerfen, da das Akzeptieren von Atheismus ein großer Fehler wäre und große Konflikte in unserem Land verursachen könnte",-1,1,10,10,0,0,0.475127998,9,5,4
We should adopt atheism,Wir sollten den Atheismus annehmen,Staat und Religion sollte man strikt trennen,1,0.604970687,8,1,2,5,0.670247765,8,3,5
We should adopt atheism,Wir sollten den Atheismus annehmen,Um mehr Kapazitäten für die real existierenden Probleme der Menschen zu haben sollten wir den Atheismus forcieren.,1,1,10,0,0,10,0.796157177,9,2,7
We should adopt atheism,Wir sollten den Atheismus annehmen,"Viele der Atheisten wollen anerkannt werden, und auch kein Glauben zu haben hat eine Daseinsberechtigung",1,0.887963251,10,0,1,9,0.31985104,7,4,3
We should adopt atheism,Wir sollten den Atheismus annehmen,"Warum haben wir uns für eine Adoption entschieden? Werbung: Ich sollte Ihnen zunächst sagen, dass mein Mann das nie wollte, obwohl er h",0,1,5,0,5,0,0,5,5,0
We should adopt atheism,Wir sollten den Atheismus annehmen,"Wenn Religionen angepasst werden könnten, hat die Massenkontrolle nur eines gelehrt und sie tragen nichts bei.",1,0.692234221,10,2,1,7,0.562155827,9,4,5
We should adopt atheism,Wir sollten den Atheismus annehmen,"Wenn wir Atheismus annehmen können, existieren die Götter nicht",0,0.625813375,8,0,5,3,0.134092536,8,7,1
We should adopt atheism,Wir sollten den Atheismus annehmen,"Wenn wir keine Religion unterrichten, werden wir in Vergessenheit geraten",-1,0.734828382,10,7,0,3,0.164848441,9,7,2
We should adopt atheism,Wir sollten den Atheismus annehmen,"Wer glaubt, ohne zu sehen, wird gerettet",-1,0.848385409,6,5,0,1,0.31953783,6,4,2
We should adopt atheism,Wir sollten den Atheismus annehmen,"Wir können den Atheismus nicht verehren, der gegen alle unsere religiösen Überzeugungen verstößt",-1,1,6,6,0,0,0.648529491,6,2,4
We should adopt atheism,Wir sollten den Atheismus annehmen,"Wir müssen den Atheismus annehmen, weil mangelnder Glaube an die Existenz alles ist",1,1,20,0,0,20,0.301991179,17,11,6
We should adopt atheism,Wir sollten den Atheismus annehmen,"Wir sollten den Atheismus nicht unterstützen, weil unsere Eltern uns von klein auf beigebracht haben, dass es einen Gott gibt, der unser Schöpfer war.",-1,1,6,6,0,0,0.648529491,6,2,4
We should adopt atheism,Wir sollten den Atheismus annehmen,"Wir sollten den Atheismus übernehmen, um zu demonstrieren, dass es keinen Himmel und keine Höllen gibt",1,1,5,0,0,5,0.427257919,5,3,2
We should adopt atheism,Wir sollten den Atheismus annehmen,Wir sollten keinen Atheismus annehmen,-1,1,5,5,0,0,0.158622626,5,4,1
We should adopt atheism,Wir sollten den Atheismus annehmen,es ist besser an nichts zu Glauben als einem Irrglauben hinterherzurennen,1,0.923860553,10,0,1,9,0.879804992,8,1,7
We should adopt atheism,Wir sollten den Atheismus annehmen,"es ist im weitesten Sinne das Fehlen eines Glaubens an die Existenz von Gottheiten. Genau genommen ist es die Ablehnung des Glaubens, dass irgendeine Gottheit existiert",0,1,5,0,5,0,0,5,5,0
We should adopt atheism,Wir sollten den Atheismus annehmen,im weitesten Sinne der mangelnde Glaube an die Existenz von Deidade,0,0.905309629,10,0,9,1,0,8,8,0
We should adopt atheism,Wir sollten den Atheismus annehmen,im weitesten Sinne der mangelnde Glaube an die Existenz von Deidade,0,0.905309629,10,0,9,1,0,8,8,0
We should adopt atheism,Wir sollten den Atheismus annehmen,ja ja du solltest Atheismus annehmen,1,1,10,0,0,10,0,9,9,0
We should adopt atheism,Wir sollten den Atheismus annehmen,"ja, weil religiöse Überzeugungen keine wissenschaftlich belegten Theorien sind",1,1,10,0,0,10,0.855806553,8,1,7
We should adopt atheism,Wir sollten den Atheismus annehmen,man sollte niemanden vorschreiben woran er glauben darf,-1,0.738081005,10,7,0,3,0.090429459,9,8,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Bedenken Sie, dass es möglich ist, in der Antike anzunehmen, dass es passiert ist und dass es sich weiterentwickelt hat",0,0.848385409,6,1,5,0,0,6,6,0
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Das Bestreben des Staates, alles reglementieren zu wollen, ist Sozialismus und dagegen richtet sich der Libertarismus, daher brauchen wir den Libertarismus.",1,1,5,0,0,5,0.771026936,5,1,4
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Das, was aktuell als Liberalismus verkauft wird, ist in der Regel nichts weiter als Neoliberalismus, welcher eine reine ökonomisierte Sicht auf den Begriff Freiheit einnimmt",-1,0.791777376,10,8,0,2,0.796631437,9,2,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Der Liberalismus sorgt in unserer Gesellschaft für Verwirrung. Wir können ihn nicht verehren,-1,1,10,10,0,0,0.288782803,9,6,3
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Der Liberalismus wird angenommen, um große Veränderungen vorzunehmen",1,0.698880133,10,1,2,7,0,8,8,0
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Der Liberalismus würde einen Zusammenbruch der Gesellschaftsordnung verursachen,-1,1,10,10,0,0,0.773629243,9,2,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Die Ausbeutung der Individuen nimmt zu und es werden neue Ungleichheiten geschaffen.,-1,1,6,6,0,0,0.850535719,6,1,5
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Die Freiheit von Zwang ist der höchste soziale Wert.,1,0.782330105,10,1,1,8,1,8,0,8
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Die Gesellschaft braucht einen Rahmen, in dem sie sich bewegt. Zuviel Freiheit schadet da nur.",-1,0.921959539,10,9,0,1,0.626952735,8,3,5
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Die Menschen können ihre Fähigkeiten am besten entfalten, wenn sie frei sind von staatlicher Reglementierung und staatlicher Gängelung.",1,1,10,0,0,10,0.835938926,9,2,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Die Wirtschaft und der Einzelne können sich frei und ungehindert entfalten.,1,0.893000094,9,1,0,8,0.738775601,9,2,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Die fehlende Macht des Staats könnte massive, negative Auswirkungen auf die Gesellschaft haben.",-1,1,7,7,0,0,1,7,0,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Die professionellen Verbieter und Reglementierer wären ihren Job los,1,0.591492997,10,4,0,6,0.354396567,8,5,3
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Es ist fraglich ob totale Freiheit wirklich allen nützt, die Gefahr besteht im Mißbrauch.",-1,0.907292529,10,9,1,0,0.749162371,8,2,6
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Es könnte gefährlich sein den freien Markt komplett unreguliert zulassen,-1,0.794373264,9,7,1,1,0.464220552,9,5,4
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Es sollte jedem Menschen zustehen, seine eigene Meinung zu äußern und dafür einzustehen.",1,0.695897499,10,3,0,7,0.647887288,9,3,6
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Es wäre was, aber als Land würden wir tun",1,0.502567437,10,2,3,5,0.070412058,9,8,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Freiheit ist für alle wichtig, sie ist ein Recht",1,0.730403725,7,1,1,5,0.250260933,7,5,2
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Ich stimme dieser Bewegung zu, da Freiheit an erster Stelle steht",1,0.877387809,8,1,0,7,0.594290865,8,3,5
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Ich unterstütze diese Dinge nicht, denn was wirklich dazu führen würde, wäre ein Bruch der als Person bekannten Werte",-1,1,10,10,0,0,0.769353209,9,2,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"In einer Gesellschaft ohne Gesetze und Regeln würden Willkür, Anarchie, Kriminalität und das Recht des Stärkeren gelten.",-1,0.711898352,10,7,0,3,0.875702542,9,1,8
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Ist ein starker Freiheitsgedanke in der Gesellschaft etabliert dann profitiert auch die Volkswirtschaft,1,0.90821618,10,1,0,9,0.910120456,9,1,8
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Jeder Mensch sollte für sich selbst entscheiden können, was er tut, er sollte somit nicht vom Staat bevormundet und gegängelt werden.",1,0.612857343,10,4,0,6,0.835938926,9,2,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Jeder befürchtet, dass diese Technologie die gleichen Diskriminierungsprobleme verursacht wie Prognosesätze und Algorithmen, die entscheiden, an wen eine Immobilie vermietet werden soll.",0,0.870204704,7,1,6,0,0,6,6,0
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Jeder befürchtet, dass diese Technologie die gleichen Diskriminierungsprobleme verursacht wie Prognosesätze und Algorithmen, die entscheiden, an wen eine Immobilie vermietet werden soll.",0,0.870204704,7,1,6,0,0.134763163,7,6,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Jeder befürchtet, dass diese Technologie die gleichen Diskriminierungsprobleme verursacht wie Prognosesätze und Algorithmen, die entscheiden, an wen eine Immobilie vermietet werden soll.",0,0.870204704,7,1,6,0,0.080775571,9,8,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Jeder wäre für sein Glück und seine Existenz eigenverantwortlich und hätte so die Möglichkeit ohne Einrschränkungen sein individuelles, wirtschaftliches Leben zu gestalten.",1,0.859185534,7,1,0,6,0.840539855,7,1,6
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Kein Staat  darf das Recht haben die Rechte und die Freiheit des Einzelnen zu beschränken.,1,0.520603002,10,5,0,5,0.568004903,9,4,5
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertarianismus fördert die Vielfalt, den Wettbewerb und sorgt für Innovationen und individuelle Freiheiten.",1,1,10,0,0,10,0.847633714,9,2,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertarianismus ist die moralischste Weltanschauung, da sie die Freiheit des Menschen in den Vordergrund stellt und seiner Natur damit am gerechtesten wird.",1,1,6,0,0,6,1,6,0,6
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertarianismus kann unkontrollierbare Auswirkungen haben, es ist effizienter wenn man mehr Kontrolle ausüben kann und eine zentrale Planung umsetzt.",-1,0.840043133,10,8,0,2,1,9,0,9
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertarismus annehmen, um Freiheit zu haben",1,1,10,0,0,10,0.199515228,9,7,2
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Libertarismus bedeutet das jeder einzelne mehr Freiheit hat weil der Staat weniger reguliert,1,0.799166344,10,2,0,8,0.54612016,9,4,5
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Libertarismus ist ein Ansatz der durchaus auch Vorteile bietet.,1,1,10,0,0,10,0.153735197,7,6,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertarismus ist für Freiheit, für eine totale und übergreifende Freiheit, frei von jedweden Regeln liegt in der Natur des Menschen.",1,0.859185534,7,1,0,6,1,7,0,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertarismus kann verwendet werden, um schlechte Ideen der politischen Bewegung umzusetzen und sie in eine schlechte Bewegung umzuleiten",-1,0.794373264,9,7,0,2,0.532146999,9,4,5
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertarismus steht für vollkommne Freiheit, wie zB eine freien Markt, eine reizvolle Idee in Zeiten des Kapitalismus.",1,1,10,0,0,10,1,9,0,9
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Libertaristen fordern individuelle Freiheit,1,0.594859109,10,3,1,6,0.073868963,9,8,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertäre glauben, dass individuelle Freiheit der Grundwert ist, der sein muss",1,0.656578889,6,0,2,4,0.164306027,6,5,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Libertäre leugnen, dass die sozialen und wirtschaftlichen Ungerechtigkeiten eine Folge von Zwang sind.",-1,0.607574563,10,6,0,4,0.869238738,9,1,8
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Nein, wir sollten keinen Libertarismus annehmen",-1,1,10,10,0,0,0.099890977,8,7,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Unsere Gesellschaft kann dadurch ein breites Spektrum an Ansichten und Meinungen dazu gewinnen.,1,0.805562468,10,2,0,8,0.381025391,9,6,3
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,We moeten libertarisme aannemen en een vrij land zijn,1,0.898700163,10,0,1,9,0.236578535,8,6,2
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Wenn der Freiheitsgedanken in der Gesellschaft stark genug verankert ist. Dann profitiert die gesamte Gesellschaft,1,0.877387809,8,1,0,7,0.865907464,8,1,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Wenn jeder sich benimmt wie er möchte, führt dies nur zu einem totalen Chaos und es wird schwer, eine Einigung zu finden.",-1,1,8,8,0,0,1,8,0,8
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Wir können den libertarianism nicht annehmen, da er gegen die Ethik der Gesellschaft verstößt",-1,1,7,7,0,0,0.249688288,7,5,2
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Wir müssen den Libertarismus annehmen, weil er Freiheit und Individualismus fördert",1,1,20,0,0,20,1,16,0,16
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Wir müssen den Libertarismus aufgeben, weil eines seiner Risiken der extreme Kapitalismus ist",-1,0.808578525,10,7,0,3,1,8,0,8
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"Wir sollten die Philosophie des Libertarismus übernehmen, weil sie die Rechte des Privateigentums fördert.",1,1,10,0,0,10,0.821570364,9,2,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Wir wissen nicht wo uns so eine Entscheidung hinführen wird.,-1,0.867975842,7,6,1,0,0,7,7,0
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Würde den Bürgern wieder Raum zum atmen lassen,1,1,10,0,0,10,0.087465474,9,8,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,Zuviel liberales Handeln verhindert die Einhaltung von Regeln und Gesetzen.,-1,1,8,8,0,0,1,8,0,8
