topic_EN,topic_NL,argument_NL,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.708128118,10,0,7,3,0.199934511,10,8,2
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.708128118,10,0,7,3,0.33415722,9,6,3
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.708128118,10,0,7,3,1,5,0,5
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.708128118,10,0,7,3,0.465440933,10,5,5
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.708128118,10,0,7,3,0.108428224,10,9,1
We should adopt atheism,We zouden atheïsme moeten adoperen.,Iedereen bepaald dat voorzichzelf.,1,1,10,0,0,10,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Jeder mit seinem Heiligen sollte sich nicht darum kümmern, ob er es verbietet",1,0.625457698,10,4,0,6,0,9,9,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Nee, atheïsme is alleen gebaseerd op wetenschap en niet op Gods geloof",-1,0.84096354,10,8,0,2,0.262026239,8,6,2
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Nee, iedereen mag dat zelf bepalen.",-1,0.918906925,10,9,0,1,0.087262711,10,9,1
We should adopt atheism,We zouden atheïsme moeten adoperen.,We moeten het atheïsme omarmen omdat gebrek aan geloof in het bestaan ​​alles is,1,1,10,0,0,10,0.093040029,10,9,1
We should adopt atheism,We zouden atheïsme moeten adoperen.,We moeten niet in valse goden geloven,1,1,10,0,0,10,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,We zouden moeten aannemen dat atheïsme de enige oplossing is om op het pad van de waarheid te komen,1,1,10,0,0,10,0.430203281,10,6,4
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Wir sollten den Atheismus annehmen und aufhören, Menschen mit einem Gott zu manipulieren, den es nicht gibt",1,0.923668361,10,1,0,9,0.320922634,10,7,3
We should adopt atheism,We zouden atheïsme moeten adoperen.,als we atheïsme zouden overnemen omdat alles uit ons universum komt,1,0.808182891,10,2,0,8,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,atheïsme aannemen om niet in valse goden te geloven,1,1,10,0,0,10,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,deze religie geeft geen enkele hoop zo leeg te zijn ,-1,0.842499619,10,8,0,2,0,9,9,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,deze religie gelooft niet in een god,-1,0.793846273,10,8,0,2,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,dit creëert meer vrijheid van meningsuiting wat prima is,1,1,10,0,0,10,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,dit is een soort religie die verschillende mensen aannemen,1,0.709053299,10,0,3,7,0,9,9,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,"dit schept vrijheid om de religie te kiezen die de persoon wil
 ",1,0.798813951,10,2,0,8,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,het is een religie die niet in goden of goden gelooft,-1,0.431724744,10,4,2,4,0.093040029,10,9,1
We should adopt atheism,We zouden atheïsme moeten adoperen.,het is geweldig om mensen de vrijheid te geven om te kiezen wat ze willen,1,0.500265626,10,5,0,5,0.301178723,10,7,3
We should adopt atheism,We zouden atheïsme moeten adoperen.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.491943618,10,3,5,2,0.110985527,10,9,1
We should adopt atheism,We zouden atheïsme moeten adoperen.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.491943618,10,3,5,2,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.491943618,10,3,5,2,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.491943618,10,3,5,2,0,9,9,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.491943618,10,3,5,2,0,9,9,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.491943618,10,3,5,2,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,is een soort religie die niet bestaat uit geloof,-1,0.662109974,11,7,1,3,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,"ja, omdat religieuze overtuigingen geen wetenschappelijk bewezen theorieën zijn",1,1,10,0,0,10,0.425822398,9,5,4
We should adopt atheism,We zouden atheïsme moeten adoperen.,je bedoelt dat je nergens in gelooft,-1,0.40181077,10,4,3,3,0.087262711,10,9,1
We should adopt atheism,We zouden atheïsme moeten adoperen.,meed We should adopt atheism De mens moet in God geloven,1,0.57004903,10,4,0,6,0.315145316,10,7,3
We should adopt atheism,We zouden atheïsme moeten adoperen.,"moedigt jongeren aan om nergens in te geloven en ongedisciplineerd te zijn
 ",-1,0.565869317,10,5,0,5,0.408185346,10,6,4
We should adopt atheism,We zouden atheïsme moeten adoperen.,nee We moeten atheïsme overnemen omdat we een einde zouden maken aan het weinige geloof dat we nog hebben,-1,0.926244126,10,9,0,1,0.294102117,9,6,3
We should adopt atheism,We zouden atheïsme moeten adoperen.,nein Wir sollten Atheismus annehmen ist gefährlich ist extrem,-1,1,10,10,0,0,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,religie die geen geloofsovertuiging met zich meedraagt,-1,0.701282744,10,7,0,3,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,14,0,14,0,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,14,0,14,0,0,9,9,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,14,0,14,0,0,12,12,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,14,0,14,0,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,14,0,14,0,0,9,9,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,"verschillende mensen, die geen antwoord vonden, namen deze religie aan",1,0.693856509,10,3,0,7,0.108428224,10,9,1
We should adopt atheism,We zouden atheïsme moeten adoperen.,"we moeten geeals we atheïsme zouden overnemen, omdat alles door ons universum is geschapen",1,0.798813951,10,2,0,8,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,"we moeten geen atheïsme overnemen, omdat iedereen recht heeft op vrijheid van meningsuiting",-1,0.795655967,10,8,1,1,0.912082144,9,1,8
We should adopt atheism,We zouden atheïsme moeten adoperen.,we moeten het taoïsme niet als religie aannemen,-1,1,10,10,0,0,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,we moeten op deze manier adopteren dat onze uitvinder medische wetenschappers echt gewaardeerd worden en geen entiteiten of beslissingen die we niet kennen,1,0.832659891,10,1,1,8,0.691397474,9,3,6
We should adopt libertarianism,We moeten libertarianisme aannemen,Der Liberalismus würde den Wahnsinn nur legaler machen,-1,0.755939022,10,7,0,3,0.647230867,10,4,6
We should adopt libertarianism,We moeten libertarianisme aannemen,"Een samenleving wordt in de loop van de tijd in stand gehouden dankzij de waarden die door het huis en de regels zijn bijgebracht, om dit model in de praktijk te brengen, zou chaos zijn",-1,1,10,10,0,0,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,Het kan ook verkeerd gaan. Veel vrijheid kan voor problemen zorgen.,-1,0.911376722,10,9,0,1,0.33415722,9,6,3
We should adopt libertarianism,We moeten libertarianisme aannemen,Ik hou van het idee omdat het een heel goede beweging is,1,1,10,0,0,10,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,Ik kan dit niet adopteren omdat het gek is,-1,1,10,10,0,0,0,9,9,0
We should adopt libertarianism,We moeten libertarianisme aannemen,Ik vind het leuk omdat vrijheid essentieel is in de samenleving,1,0.825744758,10,2,0,8,0.512388291,10,5,5
We should adopt libertarianism,We moeten libertarianisme aannemen,"Libertarismus ist das Beste, was die Gesellschaft dank der Vorteile des freien Marktes annehmen kann.",1,1,10,0,0,10,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,"Nehmen Sie den Liberalismus an, damit wir nicht so radikal sind",1,0.834329517,10,2,0,8,0.215765791,9,7,2
We should adopt libertarianism,We moeten libertarianisme aannemen,No contests at all. We all should be more free.,1,1,10,0,0,10,0,9,9,0
We should adopt libertarianism,We moeten libertarianisme aannemen,We moeten het libertarisme omarmen omdat het vrijheid en individualisme bevordert,1,0.923668361,10,1,0,9,0.712802777,10,3,7
We should adopt libertarianism,We moeten libertarianisme aannemen,"We moeten het libertarisme opgeven, omdat een van de risico's extreem kapitalisme is",-1,0.812038834,10,8,0,2,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,"We moeten het libertarisme opgeven, omdat een van de risico's extreem kapitalisme is.",-1,0.837796844,10,8,0,2,0.600378114,9,4,5
We should adopt libertarianism,We moeten libertarianisme aannemen,We moeten libertarisme aannemen en iedereen leeft volgens zijn eigen regels,1,1,10,0,0,10,0.34950289,9,6,3
We should adopt libertarianism,We moeten libertarianisme aannemen,We should adopt Libertariërs zijn het beste,1,1,10,0,0,10,0.225549456,9,7,2
We should adopt libertarianism,We moeten libertarianisme aannemen,"Wir sollten den Libertarismus übernehmen, um weltweit ein Beispiel zu geben",1,1,10,0,0,10,0.399716492,10,6,4
We should adopt libertarianism,We moeten libertarianisme aannemen,"als een samenleving deze praktijk overneemt, zal ze van de tabu afkomen, het zou zelfs als collectief enorm kunnen verbeteren",1,1,10,0,0,10,0.452270435,8,4,4
We should adopt libertarianism,We moeten libertarianisme aannemen,als eine Form linker Politik wie antiautoritäre und antistaatliche Sozialisten wie Anarchisten,-1,0.907092323,10,9,0,1,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,"de regering moet veel besluiten nemen dat mensen niet in hun hoedanigheid zijn
 ",-1,0.737868235,10,7,0,3,0.52324331,10,5,5
We should adopt libertarianism,We moeten libertarianisme aannemen,dit is een beweging die zich richt op vrijheid,1,1,10,0,0,10,0.093040029,10,9,1
We should adopt libertarianism,We moeten libertarianisme aannemen,dit is een zeer belangrijke en zeer essentiële zet,1,0.926244126,10,0,1,9,0.294102117,9,6,3
We should adopt libertarianism,We moeten libertarianisme aannemen,het is een beweging die bestaat uit vrijheid voor de bevolking,1,1,10,0,0,10,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,het is een beweging die in alle landen moet worden doorgevoerd,1,1,10,0,0,10,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,het is een feit dat vrijheid elke dag groter wordt,1,0.806409117,10,2,0,8,0,10,10,0
We should adopt libertarianism,We moeten libertarianisme aannemen,"het is een geweldige beweging die alle landen moeten aannemen
 ",1,0.937522222,14,0,1,13,0.178560643,12,9,3
We should adopt libertarianism,We moeten libertarianisme aannemen,"het is een geweldige beweging omdat het de vrijheid van meningsuiting bevordert
 ",1,1,10,0,0,10,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,het is een goed initiatief om als samenleving vooruit te gaan,1,0.926244126,10,0,1,9,0.294102117,9,6,3
We should adopt libertarianism,We moeten libertarianisme aannemen,het we moeten libertarisme aannemen,1,1,10,0,0,10,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should adopt libertarianism,We moeten libertarianisme aannemen,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should adopt libertarianism,We moeten libertarianisme aannemen,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should adopt libertarianism,We moeten libertarianisme aannemen,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should adopt libertarianism,We moeten libertarianisme aannemen,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should adopt libertarianism,We moeten libertarianisme aannemen,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should adopt libertarianism,We moeten libertarianisme aannemen,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should adopt libertarianism,We moeten libertarianisme aannemen,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should adopt libertarianism,We moeten libertarianisme aannemen,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.509270722,10,0,5,5,0.110985527,10,9,1
We should adopt libertarianism,We moeten libertarianisme aannemen,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.509270722,10,0,5,5,0,10,10,0
We should adopt libertarianism,We moeten libertarianisme aannemen,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.509270722,10,0,5,5,0,10,10,0
We should adopt libertarianism,We moeten libertarianisme aannemen,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.509270722,10,0,5,5,0,9,9,0
We should adopt libertarianism,We moeten libertarianisme aannemen,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.509270722,10,0,5,5,0,9,9,0
We should adopt libertarianism,We moeten libertarianisme aannemen,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.509270722,10,0,5,5,0,10,10,0
We should adopt libertarianism,We moeten libertarianisme aannemen,nee We moeten het libertarisme aannemen omdat we de normen van de samenleving zouden verliezen,-1,0.901642882,10,9,0,1,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,"nee, omdat we goede manieren en respect zouden verliezen",-1,1,10,10,0,0,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,"nee, we moeten het libertarisme niet overnemen",-1,1,10,10,0,0,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,vrijheid is een recht dat elke burger zou moeten hebben,1,0.825744758,10,2,0,8,0.512388291,10,5,5
We should adopt libertarianism,We moeten libertarianisme aannemen,vrijheid is een recht voor alle mensen,1,0.923668361,10,1,0,9,0.512388291,10,5,5
We should adopt libertarianism,We moeten libertarianisme aannemen,we moeten het libertarisme niet overnemen,-1,1,10,10,0,0,,,,
We should adopt libertarianism,We moeten libertarianisme aannemen,"wie man etwas in der Regel annimmt, wenn es unser System beendet",-1,0.886347086,10,9,0,1,1,5,0,5
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Algoritme handel kan volledig verkeerd zijn en het doel missen,1,0.906415766,10,1,0,9,0.382962638,9,5,4
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Algoritme handel maakt het gemakkelijk om te kiezen en snel te kopen,-1,1,10,10,0,0,0.827533608,10,2,8
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Das neue digitale Zeitalter muss existieren, damit die Mafia endet",-1,0.83524802,10,8,0,2,0.34950289,9,6,3
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Eine Modena, die nur vom Computer gesehen werden kann, hat keinen Wert",1,1,10,0,0,10,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"HFT kan niet worden verboden, omdat u derivatenmarkten over de hele wereld niet kunt verbieden. Banken en vele grote financiële instellingen liepen voorop om HFT te maken",-1,1,10,10,0,0,1,9,0,9
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.505020634,10,1,5,4,0.374105783,10,6,4
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.505020634,10,1,5,4,0.809176995,9,2,7
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.505020634,10,1,5,4,0.199934511,10,8,2
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.505020634,10,1,5,4,0.33415722,9,6,3
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.505020634,10,1,5,4,1,5,0,5
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.505020634,10,1,5,4,0.465440933,10,5,5
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.505020634,10,1,5,4,0.108428224,10,9,1
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Het veiligste is algoritmische hande,-1,0.901642882,10,9,0,1,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Het veiligste is algoritmische handel,-1,0.738231512,10,7,0,3,0.216658995,9,7,2
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Iedereen vreest dat deze technologie dezelfde discriminatieproblemen zal veroorzaken als voorspellingssets en algoritmen die bepalen aan wie een woning wordt verhuurd.,1,0.818260406,10,2,0,8,0.783341005,9,2,7
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Iedereen vreest dat deze technologie dezelfde discriminatieproblemen zal veroorzaken als voorspellingssets en algoritmen die bepalen aan wie een woning wordt verhuurd.,1,0.818260406,10,2,0,8,0.800134222,10,2,8
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Iedereen vreest dat deze technologie dezelfde discriminatieproblemen zal veroorzaken als voorspellingssets en algoritmen die bepalen wie een woning moet huren om het publiek te verdedigen,1,0.891247847,10,1,0,9,0.901138965,8,1,7
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Ik denk dat het een slecht idee is, omdat hiervoor een markt wordt gecreëerd",-1,0.596314422,10,6,0,4,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Ik denk niet dat we algoritmische handel moeten verbieden,-1,0.832270661,10,8,0,2,0.108428224,10,9,1
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Is een moderne wijze  en is super snel.,-1,1,10,10,0,0,0.199934511,10,8,2
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Is een risico. En er is zeker geen garantie dat alles goed gaat.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"Ja, ik denk dat we algoritmische handel moeten verbieden",1,0.923668361,10,1,0,9,0.087262711,10,9,1
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Niet altijd even nauwkeurig en kan fouten bevatten.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,We moeten algoritmische handel verbieden als ze minder bevoorrecht zijn,1,1,10,0,0,10,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,Wir sollten den algorithmischen Handel no confio en ella verbieten,1,1,10,0,0,10,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,afnjdnhkjckjh kjhkjsdkj hkjkj hkjdhkj hkjd hkjh kjn,0,1,11,0,11,0,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"als u zich afmeldt voor deze bewerkingen, want wanneer er een storing is, stoppen ze of wordt er gestolen in de informatie",1,1,10,0,0,10,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,dit helpt het levensonderhoud van meerdere mensen,-1,0.629716567,10,6,0,4,0.33415722,9,6,3
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,dit is een taak die veel mensen doen,-1,0.910148945,10,9,0,1,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,este es dificil para algunas personas y es muy riesgoso,1,0.937522222,14,0,1,13,0.286017282,12,8,4
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,het is een manier om geld te verdienen met algoritmen,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,het lijkt mij onjuist omdat het werkloosheid onder de bevolking zou veroorzaken,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"het mag niet worden verboden, omdat deze bewerkingen een realtime voordeel bieden, omdat ze veel sneller zijn",-1,0.817696457,10,8,0,2,0.908664851,10,1,9
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"het zou erg oneerlijk zijn om het te verbieden, want dat is hun levensonderhoud",-1,1,10,10,0,0,0.617037362,9,4,5
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,hieruit is een wereldmarkt gecreëerd die de economie van het land helpt,-1,1,10,10,0,0,0.912737289,10,1,9
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,hiervan profiteren veel mensen economisch,-1,0.798566944,10,8,0,2,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.708715889,10,1,7,2,0.110985527,10,9,1
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.708715889,10,1,7,2,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.708715889,10,1,7,2,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.708715889,10,1,7,2,0,9,9,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.708715889,10,1,7,2,0,9,9,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.708715889,10,1,7,2,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,ja ja we moeten algoritmische handel verbieden,1,1,10,0,0,10,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,jdklfsjlkdsjfkljklj lkjaskljlkdjv kljldskjfkljv kljlkajeklfjdlksjflkcj lksjdlkfjldjcf,0,1,10,0,10,0,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"lijkt me verkeerd, omdat ze thuis geld genereren",-1,0.808813889,10,8,0,2,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,nee We moeten algoritmische handel verbieden omdat het de evolutie is,-1,0.905597573,10,9,0,1,0.827533608,10,2,8
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,nee We moeten algoritmische handel verbieden omdat we op weg zijn naar een betere financiële toestand,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"nee, omdat er geen controle is over het economisch beleid en het zou leiden tot een gebrek aan controle",-1,0.761866139,10,8,0,2,0.631671534,10,4,6
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,"nein Wir sollten den algorithmischen Handel verbieten, da dies die Art und Weise verändern kann, wie sich die finanzielle Aktivität ändert",-1,1,10,10,0,0,0.912737289,10,1,9
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,of we algoritmische handel moeten verbieden,1,1,10,0,0,10,1,5,0,5
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,9,9,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,12,12,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,10,10,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,9,9,0
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,u moet de wijzigingen accepteren en een van de beste is de digitale valuta,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,veel mensen zijn betrokken bij dit werk,-1,1,10,10,0,0,0.199934511,10,8,2
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,we moeten algoritmische handel blokkeren,1,1,10,0,0,10,0.107119576,9,8,1
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,we moeten algoritmische handel blokkeren.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,We moeten algoritmische handel verbieden.,we moeten algoritmische handel niet verbieden,-1,1,10,10,0,0,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,De beste technologische vooruitgang is de industriële landbouw,-1,0.904332721,10,9,0,1,0.740270896,10,3,7
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Die Branche ist das beste Geschäft für jedes System, um voranzukommen",-1,1,10,10,0,0,,,,
