topic_EN,topic_FR,argument_FR,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should adopt libertarianism,Nous devrions adopter le libertarianisme,il faut moins d'interdit dans le monde moderne,1,0.908480798,10,0,1,9,0.088900848,10,9,1
We should adopt libertarianism,Nous devrions adopter le libertarianisme,"l'athéisme ne me semble pas juste. 
l'athéisme ne me semble pas juste",-1,0.703847689,10,7,3,0,0,10,10,0
We should adopt libertarianism,Nous devrions adopter le libertarianisme,"l'éducation, la santé  et les infrastructures commune servent à tous et si nous les payons ensemble, ils nous reviennent moins cher.",1,0.702498469,10,0,3,7,0.658470117,10,4,6
We should adopt libertarianism,Nous devrions adopter le libertarianisme,la liberte absolue ne permet pas a une societe de vivre en paix avec elle meme,-1,1,10,10,0,0,0.156975611,10,8,2
We should adopt libertarianism,Nous devrions adopter le libertarianisme,la liberté individuelle est un droit pour tout le monde,1,1,10,0,0,10,0.297907607,10,7,3
We should adopt libertarianism,Nous devrions adopter le libertarianisme,le libertarianisme  apporte aux gens leurs droits et protège leurs idées .,1,1,10,0,0,10,,,,
We should adopt libertarianism,Nous devrions adopter le libertarianisme,le libertarianisme  nuit a la religion et crée des problèmes dans les populations .,-1,1,10,10,0,0,,,,
We should adopt libertarianism,Nous devrions adopter le libertarianisme,le libertarianisme combattra sûrement le fanatisme et permettra aux règles sociales de se développer,1,1,6,0,0,6,0.812809624,6,1,5
We should adopt libertarianism,Nous devrions adopter le libertarianisme,le libertarianisme diminuera la moralité et affectera la famille et la stabilité dans la société,-1,0.908131032,10,9,0,1,0.757767474,10,2,8
We should adopt libertarianism,Nous devrions adopter le libertarianisme,"le libertarianisme pourrait conduire à la désintégration de la famille, changer l'éthique des gens et nous emmener vers un avenir inconnu, nous pourrions également perdre notre identité, augmenter la division",-1,1,6,6,0,0,1,6,0,6
We should adopt libertarianism,Nous devrions adopter le libertarianisme,"le libertarisme entraînera de la violence, de l'esclavagisme ... car il n'y aura plus de loi et chacun fera ce qu'il voudra, l'égoisme des gens fera naître des tensions inimaginables",-1,1,10,10,0,0,0.878188275,10,1,9
We should adopt libertarianism,Nous devrions adopter le libertarianisme,le libertarisme est notre façon d’aller de l’avant avec notre pays,1,1,10,0,0,10,0.146949597,10,8,2
We should adopt libertarianism,Nous devrions adopter le libertarianisme,le libéralisme améliore une société,1,0.897996783,10,1,0,9,0.088900848,10,9,1
We should adopt libertarianism,Nous devrions adopter le libertarianisme,le libéralisme corrompt une société,-1,1,10,10,0,0,0.22499585,10,7,3
We should adopt libertarianism,Nous devrions adopter le libertarianisme,libertarianisme en s'opposant à l'État risque de provoquer des conflits dans un même pays .,-1,1,10,10,0,0,0.473738035,10,4,6
We should adopt libertarianism,Nous devrions adopter le libertarianisme,nous devons adopter le libertarisme car tout le monde à droit à la liberté. Il y aurait plus d'agression grace à lui,1,1,10,0,0,10,0.483156199,10,5,5
We should adopt libertarianism,Nous devrions adopter le libertarianisme,nous devons l'accepter et l'adopter car la société a de nombreux tabous et avec cela ils briseraient,1,1,10,0,0,10,0.231457203,10,7,3
We should adopt libertarianism,Nous devrions adopter le libertarianisme,nous ne devons en aucun cas autoriser le libertarisme car une forme de gouvernement a des pratiques totalement rétrogrades,-1,1,10,10,0,0,0.304518322,10,6,4
We should adopt libertarianism,Nous devrions adopter le libertarianisme,"oui, car cela promeut de nouvelles idées",1,1,11,0,0,11,0.086419095,11,10,1
We should adopt libertarianism,Nous devrions adopter le libertarianisme,pas parce que beaucoup de gens l'utilisent pour faire de mauvaises choses et les rendre belles.,-1,0.83447222,6,5,1,0,0.135855907,6,5,1
We should adopt libertarianism,Nous devrions adopter le libertarianisme,pas tous les citoyens comme le libertarisme il y a alot contre elle,-1,1,10,9,1,0,0.088994504,10,9,1
We should adopt libertarianism,Nous devrions adopter le libertarianisme,"s'ils doivent s'adapter, tout le monde a la liberté",1,1,10,0,0,10,0,10,10,0
We should adopt libertarianism,Nous devrions adopter le libertarianisme,"si elle devait être légalisée, tout le monde devrait être libre",1,0.501941054,20,2,6,12,,,,
We should adopt libertarianism,Nous devrions adopter le libertarianisme,"sont fermement d'accord pour adopter le libertarisme, nous ne pouvons pas continuer à être opprimés par un politicien",1,1,10,0,0,10,0.361498856,10,6,4
We should adopt libertarianism,Nous devrions adopter le libertarianisme,une valeur fondamentale pour les échanges économiques et la vie politique,1,0.907621405,10,1,0,9,0.700077386,10,3,7
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,C'est une pratique malhonnête et non professionnelle qui n'est pas sûre à 100%,1,0.840258132,10,2,0,8,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Everyone fears that this technology will cause the same discrimination problems as forecast sets and algorithms that decide who to rent a property to.,1,0.896620946,10,1,0,9,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Il devrait y avoir une interdiction du commerce à haute fréquence. Le HFT crée de la volatilité et des dommages inutiles au marché,1,0.800917144,9,2,0,7,1,9,0,9
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Il devrait y avoir une interdiction du commerce à haute fréquence. crée de la volatilité et des dommages inutiles au marché boursier,1,1,6,0,0,6,0.856993513,6,1,5
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"Il est important que l'information puisse nous arriver de façon naturelle, donc souvent il y a des trucs connexes qui doivent être sortis.",1,0.821416413,10,1,1,8,0.639932345,10,4,6
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"Je n'accepte pas de les interdire, c'est un avantage lors des opérations, ils sont plus rapides en temps réel",-1,0.89275335,10,9,0,1,1,10,0,10
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Je pense que ce serait faux car ces personnes seraient affectées,-1,0.907303905,10,9,0,1,0.546075433,10,5,5
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"La programmation d'activité humaine, comme les algorithme pour les échanges boursiers peuvent mener à des abus car on ne connait pas les motivations des programmeurs",1,1,6,0,0,6,1,6,0,6
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le HFT ne peut pas être interdit car vous ne pouvez pas interdire le marché des dérivés dans le monde entier. Les banques et de nombreuses grandes institutions financières étaient en avance,-1,1,10,10,0,0,0.911099152,10,1,9
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le commerce algorithmique modernise le système et doit donc être adopté,-1,0.905805403,10,9,0,1,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le trading Algo nécessite que les traders développent les algorithmes. Tous les investisseurs ne sont pas techniquement qualifiés.,1,0.850055506,6,1,0,5,0.669803138,6,2,4
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le trading algorithmique contribuera à dynamiser l'économie et les relations avec les entreprises.,-1,1,10,10,0,0,0.946402682,10,1,9
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le trading algorithmique est susceptible aux  erreurs compte tenu des nombreux bugs dont il peut être victime.,1,1,10,0,0,10,0.871491894,10,1,9
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le trading algorithmique est un regard vers l'avenir car ce sont des processus automatisés.,-1,1,10,10,0,0,0.904920513,10,1,9
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"Le trading algorithmique est une application de certaines idées et stratégies de trading via le trading automatisé, il n'y a donc aucune raison convaincante d'interdire ce type.",-1,1,6,6,0,0,1,6,0,6
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le trading algorithmique n'est pas requis pour l'économie et n'est pas nécessaire.,1,1,6,0,0,6,0,6,6,0
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le trading algorithmique n'est pas requis pour l'économie.,1,1,10,0,0,10,0.088994504,10,9,1
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le trading algorithmique permet au novice de s'initier à la bourse,-1,1,9,9,0,0,0.636841348,9,4,5
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Le trading algorithmique permet d'exécuter les transactions aux meilleurs taux possibles.,-1,1,9,9,0,0,0.714325436,9,3,6
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"Le trading algorithmique sert à récupérer l'argent de personnes qui malheureusement ne reverront pas leur argent car ces personnes ne sont pas la priorité des traders, ils sont juste la pour leur argent",-1,0.60170382,10,6,0,4,0.928978454,10,1,9
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Les institutions financières contrôlent ce type de pratique et en profitent pour créer de nombreuses divergences sur le marché financier,1,0.63792231,10,3,1,6,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Les robots de trading ont pris trop de pouvoir sur les marchés financiers et influent de manière irrationnelle les cours.,1,1,6,0,0,6,0.856993513,6,1,5
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"Les robots ne devraient pas être bannis mais régulés et limités, car ils permettent d'animer le marché et d'assurer la liquidité.",-1,1,10,10,0,0,1,10,0,10
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Les robots permettent tout de même une animation du marché et assurent la liquidité.,-1,1,10,10,0,0,0.862488189,10,2,8
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Les systemes algorithmiques peuvent bien gerer les achats et ventes et predire le resultat final sans se soucier avec les calculs,-1,1,6,6,0,0,1,6,0,6
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Mettre en place des systemes robotiques pour gerer des finances a des risques sur l'integrite des transactions,1,0.678858995,10,3,0,7,1,10,0,10
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"Non, nous devons interdire le trading algorithmique.",1,0.530921642,10,5,0,5,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Nous devons adopter le trading algorithmique accélère la productivité de note entreprise.,-1,0.897370108,10,9,0,1,0.873341564,10,2,8
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Nous devons adopter le trading automatique car il peut nous être utile en nous remplaçant  lors de nos pauses déjeuner ou durant les congés de certains de nous.,-1,1,10,10,0,0,0.81658377,10,2,8
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Nous devons interdire le trading algorithmique,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Nous devons éliminer le trading algorithmique car cela mettra fin à des millions d'emplois de personnes préparées à ce domaine.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Nous ne devons pas interdire le trading algorithmique,-1,1,6,6,0,0,0,6,6,0
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,On devra limiter les transactions a l'interaction humaine pour diminuer les risques,-1,0.457664485,10,4,1,5,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"Parce qu'il est alimenté par de grandes bases de données et formé par l'IA, avec une plage de haute précision, chaque fois que la technologie avance et cette pratique contribue à améliorer",-1,1,11,11,0,0,0.928978454,11,2,9
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Pour éviter de créer des influences trop organisées dans les recherches sur l'ordinateur.,1,0.587803255,10,3,1,6,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Si nous nous basons tous sur ces algorithme ca va fausser les marché et désavantager certaine compagnie,1,0.905951286,10,1,0,9,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Trop de monde vont etre addict au bourse.,1,0.892532712,10,1,0,9,0.546075433,10,5,5
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,UN TEL COMMERCE DEVRAIT ÊTRE INTERDIT PUISQUE VOUS NE POUVEZ PAS PRENDRE DE DÉCISIONS À TRAVERS DES FORMULES MATHÉMATIQUES POUR COMMERCIALISER DES PRODUITS.,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Un algorithme peut permettre à des néophyte de connaitre certaine tangente du marché boursier qui leur permettent de faire de l'argent,-1,0.835482959,6,5,0,1,1,6,0,6
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"Un lauréat du prix Nobel pense que oui ... Spence explique, peut-être que le plus controversé est son opinion selon laquelle",1,0.805947378,10,0,2,8,0.167991033,10,8,2
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,Vous ne devez pas supprimer ces pratiques car elles présentent un grand avantage pour effectuer des opérations en temps réel et rapidement.,-1,1,10,10,0,0,1,10,0,10
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,algorithmique trading déchets alot opower et le temps et nous devrions cesser de l’utiliser,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,cela aide les gens à travailler à domicile,-1,0.81575063,10,8,1,1,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,cela donne des résultats de recherche plus précis.,-1,0.821416413,10,8,0,2,0.62905584,10,4,6
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,empécher le gain ou la farte facile de l'argent,1,0.806127014,10,0,2,8,0.18679249,10,8,2
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,ils ne devraient pas interdire quelque chose qui crée des emplois,-1,1,10,10,0,0,0.521508312,10,5,5
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,la monnaie informatique améliore le pays,-1,1,10,9,0,1,0,5,3,2
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,la monnaie informatique termine le,1,0.669919412,10,1,3,6,0,10,10,0
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,la monnaie numérique change notre approchela monnaie numérique change notre approche,1,0.615324352,10,2,2,6,0.142498166,10,8,2
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,le trading algorithmique est préférable de décentraliser la monnaie et sans restrictions,-1,0.69780746,10,7,0,3,0.73737026,10,2,8
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"le trading algorithmique n'est qu'un outil et présente de nombreux avantages sur le marché, comme agir de manière très artificielle, supprimer toutes les erreurs humaines ou paramètres émotionnels du marché",-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,les algorithmes apportent un confort aux professioneles,-1,1,10,10,0,0,0.584903827,10,5,5
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,les operations boursieres programmees par ordinateur offrent un confort d'execution pour les professionnels,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,les opérations algorithmiques représentent un avantage dans les opérations en temps réel,-1,0.907031997,10,9,0,1,0.916085507,10,1,9
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,nee We moeten algoritmische handel verbieden omdat we er allemaal toegang toe hebben,-1,0.799300656,10,8,0,2,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,non pas parce que cela pourrait être utile à l'avenir,-1,1,10,10,0,0,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,"non, car il n'y a pas de contrôle sur la politique économique et cela créerait un manque de contrôle",-1,0.880757052,10,9,0,1,0.72516715,10,3,7
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,nous devons bloquer le trading algorithmique,1,1,10,0,0,10,,,,
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,nous devons interdire le commerce algorithmique détruit le pouvoir d'achat et dévalue la monnaie,1,0.850055506,6,1,0,5,0.856993513,6,1,5
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,nous ne devons pas interdire le trading algorithmique,-1,1,10,10,0,0,0,10,10,0
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,oui car rien ne remplace et ne remplacera l'homme,1,1,6,0,0,6,0.118284508,6,5,1
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,si nous devons interdire le trading algorithmique,1,0.898643473,10,0,1,9,0,10,10,0
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,trading algorithmique est un act illégale.,1,1,10,0,0,10,0.088900848,10,9,1
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,trading algorithmique nous aide à prédire le profit et perdre si facilement,-1,1,9,9,0,0,0.85519622,9,2,7
We should ban algorithmic trading,Nous devrions interdire le commerce algorithmique,un système de ce type permet de prévoir des choses que les hommes ne voient pas,-1,0.913795008,10,9,0,1,0.810554422,10,2,8
We should ban factory farming,Nous devrions interdire l'élevage industriel,Avoir accès à de nombreux aliments par les grandes usines en donnent davantage.,-1,1,10,10,0,0,0.546075433,10,5,5
We should ban factory farming,Nous devrions interdire l'élevage industriel,C'est plus rapide de produire des aliments par sa factorization.,-1,1,10,10,0,0,0.833898967,10,2,8
We should ban factory farming,Nous devrions interdire l'élevage industriel,Ca aide a augmenter la production tout le long de l'annee,-1,1,10,10,0,0,0.942995183,10,1,9
We should ban factory farming,Nous devrions interdire l'élevage industriel,Cela ne nous aide pas à obtenir des produits en moins de temps. aider la société à trouver un emploi.,1,0.653175097,6,2,0,4,0.551518629,6,3,3
We should ban factory farming,Nous devrions interdire l'élevage industriel,Cela serait une bonne chose d'un point de vue écologique et éthique afin de conserver une production agricole plus respectueuse de la nature.,1,1,10,0,0,10,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Cette pratique place la production comme priorité, elle ne se soucie pas de la cruauté envers les animaux - il existe d'autres pratiques de consommation des animaux, sans avoir besoin d'atteindre la cruauté.",1,1,6,0,0,6,1,6,0,6
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Doit être éliminé, ce qui entraînerait une contamination excessive et de nombreux produits chimiques dans les produits",1,1,10,0,0,10,0.833898967,10,2,8
We should ban factory farming,Nous devrions interdire l'élevage industriel,"En autorisant l'agriculture industrielle, on pourrait s'attendre à une augmentation de la production. Mais aussi, cela permettrait de gagner du temps et de l'argent tout en ayant des produits de qualité.",-1,0.904559876,10,9,1,0,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,Et pour d'autres  l'agriculture industrielle est vue comme étant une alternative en cas de sécheresse et ce en utilisant  des semence qui résistent a des température extrême,-1,0.821416413,10,8,0,2,0.928978454,10,1,9
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Factory Farming sollte verboten werden. ... Massentierhaltung ist sehr grausam. Beschränkung auf den Punkt, an dem Ersticken an der Tagesordnung ist",1,0.897173793,10,0,1,9,0.70539086,10,3,7
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Grace à l'agriculture industrielle, nous n'aurons jamais de pénurie d'aliments car produit en grande quantité",-1,1,10,10,0,0,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,IL DEVRAIT ÊTRE INTERDIT D'ÊTRE NOCIF POUR LA SOCIÉTÉ LA PRODUCTION DE MASSE EXIGE BEAUCOUP D'INVESTISSEMENT ET D'ÉNERGIE OBTENUE À UN COÛT ENVIRONNEMENTAL ÉLEVÉ.,1,1,6,0,0,6,1,6,0,6
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Il serait bénéfique d'interdire l'agriculture industrielle. D'abord, un aspect écologique, réduction des pollutions par les usines. Puis, un aspect économique par la création d'emplois.",1,1,10,0,0,10,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,Je pense que nous ne devrions pas interdire la production industrielle,-1,1,10,10,0,0,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,"L'agriculture industriel est essentielle dans notre société industrialisé ou nous devons produire plus avec moins d'espace,  Ces ferme améliore la productivité alimentaire par mètre carré",-1,1,6,6,0,0,0.856993513,6,1,5
We should ban factory farming,Nous devrions interdire l'élevage industriel,L'agriculture industrielle est bonne car ce n'est qu'alors que la nourriture peut être produite en grande quantité.,-1,1,10,10,0,0,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,L'agriculture industrielle est quelque peu dangereuse car les produits finaux se terminent par des niveaux élevés de contenu chimique,1,1,6,0,0,6,0.856993513,6,1,5
We should ban factory farming,Nous devrions interdire l'élevage industriel,L'agriculture industrielle est une source de gaz à effet de serre qui contribuent au changement climatique. il faut l'interdire,1,1,6,0,0,6,1,6,0,6
We should ban factory farming,Nous devrions interdire l'élevage industriel,"L'agriculture industrielle ne devrait pas être interdite car dans un premier lieu, cela engendrerait une réduction de la production. Et deuxièmement, la qualité des produits serait préservée via cette méthode.",-1,1,10,10,0,0,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,"L'agriculture industrielle ne fait que polluer la terre, dérégler le temps et supprimer des agriculteurs",1,1,10,0,0,10,0.842364572,10,2,8
We should ban factory farming,Nous devrions interdire l'élevage industriel,"L'agriculture industrielle ne représente aucun obstacle, mais plutôt une application de la nature de la vie et de la chaîne alimentaire, caractéristique de la production et de la satisfaction de la demande.",-1,1,10,10,0,0,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,"L'agriculture industrielle peut augmenter considérablement la productivité et devrait être erronée, si vous avez des endroits adéquats, vous devez pratiquer cela sans aucune répercussion légale",-1,0.89844107,10,9,0,1,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,"L'Élevage intensif est mauvais pour les animaux,  ils n'ont pas assez d’espace pour bien pouvoir se développer sans compter le risque de maltraitance.",1,1,10,0,0,10,0.926938881,10,1,9
We should ban factory farming,Nous devrions interdire l'élevage industriel,La cultivation devrait être faite dans le respect de la nature.,1,0.817454986,10,1,1,8,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,La plantation en usine permet de mieux connaître la plante et d'étudier ses stades de développement et ses besoins les plus importants pour que l'agriculture réussisse dans la nature,-1,0.826814218,6,5,1,0,0.738709005,6,2,4
We should ban factory farming,Nous devrions interdire l'élevage industriel,"La population humaine ne cesse d'augmenter et ne pourra pas être nourrie avec l'agriculture d'autrefois, l'élevage intensif est donc nécessaire si nous voulons pouvoir nourrir tout le monde.",-1,0.899061205,10,9,0,1,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,Les  aliments organiques sont meilleurs pour la santé.,1,0.616652769,10,4,0,6,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,Les aliments sont de moindres qualité quand c'est commercial.,-1,0.481772514,10,5,1,4,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Les conditions dans lesquelles les animaux sont élevés ne sont pas tolérables et cela pose un risque de santé publique, pour garder les animaux en vie  dans ces conditions, ils sont gavés d'antibiotiques.",1,1,10,0,0,10,0.926938881,10,1,9
We should ban factory farming,Nous devrions interdire l'élevage industriel,Les fermes industrielles sont le principal marché pour l'approvisionnement en nourriture des grandes villes,-1,1,10,10,0,0,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,Les modificatiosn genetiques qui se font dans les usines affectent bien notre sante,1,1,10,0,0,10,0.836363724,10,2,8
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Les usines agricoles ne respectent pas le bien-être animal, elles n'ont qu'un objectif de rendement et les animaux sont traités comme des marchandises.",1,1,10,0,0,10,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Non, car l'agriculture industrielle crée plus d'emplois et augmente la production du pays",-1,1,10,10,0,0,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Non,car l’agriculture industrielle permet de nourrir des milliards de personnes sur la planète et que si elle disparaissait,on aurait du mal à nourrir tout le monde.",-1,1,10,10,0,0,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Non,nous devons pouvoir nourrir toute la planète et sans l'agriculture industrielle,nous ne serions pas en mesure de produire assez de nourriture pour tous.",-1,1,6,6,0,0,1,6,0,6
We should ban factory farming,Nous devrions interdire l'élevage industriel,Nous avons besoin de ce genre d'agriculture pour être en mesure de maintenir l'approvisionnement constant tout au long de l'année.,-1,0.907031997,10,9,0,1,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Nous devons encourager l'élevage industriel, car il est d'une grande importance",-1,1,10,10,0,0,0,10,10,0
We should ban factory farming,Nous devrions interdire l'élevage industriel,Nous devons interdire l'agriculture industrielle,1,0.969949934,30,1,0,29,0,10,10,0
We should ban factory farming,Nous devrions interdire l'élevage industriel,Nous devons interdire l'agriculture industrielle car elle perturbe tout le cycle de la nature.,1,1,10,0,0,10,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,Nous devons interdire l'agriculture industrielle car ils détruisent les écosystèmes également à l'échelle industrielle,1,1,10,0,0,10,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Organic farming is believed to have a lower environmental impact than conventional farming, but none is without problems",0,0.430324008,20,9,8,3,0.331089138,7,4,3
We should ban factory farming,Nous devrions interdire l'élevage industriel,Oui il faut interdir ce genr d'agriculture par ce que sa donne des produit toxic,1,0.913795008,11,1,0,10,0.60308025,11,5,6
We should ban factory farming,Nous devrions interdire l'élevage industriel,Pas parce que cela affecterait un grand nombre de personnes au travail,-1,1,10,10,0,0,0.60308025,10,4,6
We should ban factory farming,Nous devrions interdire l'élevage industriel,Planter l'agriculture permet de comprendre la nature des plantes et de développer l'agriculture en utilisant les dernières technologies,-1,1,11,11,0,0,0.833898967,11,3,8
We should ban factory farming,Nous devrions interdire l'élevage industriel,"S'il ne contribue pas à l'économie du pays, s'il doit être réévalué",1,0.806327721,10,2,0,8,0.327321885,10,7,3
We should ban factory farming,Nous devrions interdire l'élevage industriel,"Si, étant donné que les impacts environnementaux sont dévastateurs, le fait de la production de masse vous demande plus de consommation d'énergie et à long terme affecte l'environnement.",1,0.888507058,10,2,0,8,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,Supprimer les usines agricoles provoquerait inévitablement une hausse des prix car la production de masse est ce qui assure actuellement des prix bas.,-1,0.89998592,10,9,0,1,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,Targeted killing is defined as a form of assassination which is carried out by governments against their perceived enemies. Analysts believe that it is a modern,0,0.694006278,9,2,6,1,0.197573216,9,7,2
We should ban factory farming,Nous devrions interdire l'élevage industriel,Targeted killing is defined as a form of assassination which is carried out by governments against their perceived enemies. Analysts believe that it is a modern,0,0.694006278,9,2,6,1,0.415662722,6,4,2
We should ban factory farming,Nous devrions interdire l'élevage industriel,UNE PRODUCTION PLUS ÉLEVÉE EST RÉALISÉE DANS LES MOINS DE TEMPS POSSIBLE ET GÉNÈRE PLUS D'EMPLOIS ET C'EST BON.,-1,1,6,6,0,0,0.856993513,6,1,5
We should ban factory farming,Nous devrions interdire l'élevage industriel,We should abolish the three-strikes laws,0,0.904272544,10,0,9,1,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,baisse de qualité car production en grosse quantité,-1,0.4143527,10,4,2,4,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,ca ne fait qu'augmenter les maladies chroniques,1,1,10,0,0,10,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,cette agriculture industrielle tue les petits entrepreneurs,1,0.799820758,10,2,0,8,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,elle permet de produire suffisamment pour le besoin de tous et à moindre coûts.,-1,1,10,10,0,0,1,10,0,10
We should ban factory farming,Nous devrions interdire l'élevage industriel,favoriser la bioagriculture et le bionourriture,0,0.513360333,10,4,5,1,,,,
We should ban factory farming,Nous devrions interdire l'élevage industriel,ils ne devraient pas interdire quelque chose qui crée de l'emploi,-1,1,10,10,0,0,0.516809316,10,5,5
We should ban factory farming,Nous devrions interdire l'élevage industriel,industrie et griculture vont de pair,-1,1,6,6,0,0,0,6,6,0
We should ban factory farming,Nous devrions interdire l'élevage industriel,l'agriculture industrielle  provoque de réelle  épidémie comme peste porcine .,1,1,10,0,0,10,0.928978454,10,1,9
We should ban factory farming,Nous devrions interdire l'élevage industriel,l'agriculture industrielle devrait être interdite car elle appauvrit les plus petits producteurs,1,1,6,0,0,6,0.856993513,6,1,5
