topic_EN,topic_DE,argument_EN,stance_label_EN,stance_conf_EN,quality_score_EN,argument_DE_ht,num_labelers_ht,stance_label_ht,stance_conf_ht,stance_pro_ht,stance_neutral_ht,stance_con_ht,quality_score_ht,quality_positive_ht,quality_negative_ht,argument_DE_mt,num_labelers_mt,stance_label_mt,stance_conf_mt,stance_pro_mt,stance_neutral_mt,stance_con_mt,quality_score_mt,quality_positive_mt,quality_negative_mt
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"if not prohibited, hft firms use the same strategies as other commercial firms, but faster",1,0.607841067,0.54705,"Wenn es nicht verboten ist, wenden hft Firmen die selben Strategien wie andere kommerzielle Firmen an, nur schneller",5,0,0.37644995,1,2,2,0,0,5,"wenn nicht verboten, nutzen hft Firmen die gleichen Strategien wie andere kommerzielle Firmen, aber schneller",11,0,0.526594464,4,6,1,0,0,11
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,we should not ban algorithmic trading because there is nothing really wrong with it. it allows people to concentrate on their life while the computer does all the trading for them.,-1,1,0.72484,"Wir sollten den algorithmischen Handel nicht verbieten, weil es nichts wirklich Schlimmes daran gibt. Er ermöglicht es den Menschen, sich auf ihr Leben zu konzentrieren, während der Computer den gesamten Handel für sie erledigt.",6,-1,1,0,0,6,0.494607439,2,4,"wir sollten den algorithmischen Handel nicht verbieten, weil es nichts wirklich falsch daran gibt. Es erlaubt den Menschen, sich auf ihr Leben zu konzentrieren, während der Computer den ganzen Handel für sie macht.",9,-1,1,0,0,9,0.603149126,5,4
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,this trading system keeps buying and selling clean,-1,0.6711809,0.67313,dieses Handelssystem hält den Kauf und Verkauf sauber,6,-1,1,0,0,6,0,0,6,dieses Handelssystem hält den Kauf und Verkauf sauber,5,-1,1,0,0,5,0.432803138,2,3
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,it tends to more profitable and eliminates human error,-1,1,0.62149,es tendiert zu mehr Profit und eliminiert menschliches Versagen,6,-1,0.85701918,0,1,5,0.378278321,2,4,ist es tendenziell rentabler und beseitigt menschliches Versagen,9,-1,1,0,0,9,0.886450314,8,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"factory agriculture is one that focuses on the mass production of products made for the satisfaction of people and bring a high level of technology, can not prohibit this point because it plays a key role",-1,1,0.61209,"Die Fabrikagrarindustrie ist eine, die sich auf die Massenproducktion von Produkten zur Zufriedenheit der Menschen konzentriet und ein hohes Niveau an Technology mit sich brint, kann dieses Argument nicht unterbinden, da es eine Schluesselrolle spielt",5,-1,1,0,0,5,0.226115296,1,4,"Die Fabrik-Landwirtschaft ist eine, die sich auf die Massenproduktion von Produkten für die Zufriedenheit der Menschen und bringen ein hohes Niveau der Technologie, kann diesen Punkt nicht verbieten, weil es eine Schlüsselrolle spielt",5,-1,1,0,0,5,0.197789545,1,4
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,factory agriculture lowers the costs of the products and ensures its production throughout the year,-1,1,1,die Fabriklandwirtschaft senkt die Kosten der Produkte und sichert ihre Produktion das ganze Jahr über,6,-1,1,0,0,6,0.835689006,5,1,Die Fabrik-Landwirtschaft senkt die Kosten für die Produkte und sichert ihre Produktion das ganze Jahr über,5,-1,1,0,0,5,0.835689006,4,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,factory farming exploits animals cruelly.,1,1,0.97833,Massentierhaltung nutzt Tiere auf grausame Art aus.,5,1,1,5,0,0,0.835689006,4,1,Die Massentierhaltung explodiert grausam.,8,1,0.919052142,6,0,2,0.072000113,2,6
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,factory farming is an inhumane way to raise animals for food,1,1,1,"Massentierhaltung ist eine unmenschliche Art, Tiere für die Ernährung aufzuziehen",6,1,1,6,0,0,1,6,0,"Die Massentierhaltung ist ein unmenschlicher Weg, Tiere für Lebensmittel zu züchten.",5,1,1,5,0,0,0.835689006,4,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,factory farming should be banned because of the cruel environments that animals are subjected to.,1,1,0.861,"Die Massentierhaltung sollte wegen der grausamen Umgebung, der die Tiere ausgesetzt sind, verboten werden.",6,1,1,6,0,0,1,6,0,"Die Massentierhaltung sollte wegen der grausamen Umgebungen verboten werden, denen die Tiere ausgesetzt sind.",8,1,1,8,0,0,0.870977599,7,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"factory farming decreases money spent to raise the animals, therefore passing along savings to the consumer",-1,1,0.79005,die Massentierhaltung verringert die Ausgaben für die Aufzucht der Tiere und gibt so die Einsparungen an die Verbraucher weiter,6,-1,1,0,0,6,0.855393624,5,1,"Die Massentierhaltung verringert das Geld, um die Tiere anzuheben, und führt somit zu Einsparungen an den Verbraucher",6,-1,1,0,0,6,0,0,6
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,factory farming subjects animals to conditions they were not designed for when there are far more humane alternatives that could be used.,1,0.896880248,1,"In der Massentierhaltung werden Tiere Bedingungen ausgesetzt, für die sie nicht konzipiert wurden, wenn es weitaus humanere Alternativen gibt, die eingesetzt werden könnten.",6,1,1,6,0,0,0.577409514,4,2,"Die Massentierhaltung von Tieren zu den Bedingungen, für die sie nicht bestimmt waren, wenn es viel humanere Alternativen gibt, die verwendet werden könnten.",5,1,1,5,0,0,0.144606376,1,4
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,banning factory farming would put entire communities at risk because lots of jobs would be lost and there would be less food available meaning the unemployed are more out of pocket.,-1,1,0.97639,"Massentierhaltung zu verbieten wuerde ganze Gemeinden gefaehrden, da viele Arbeitsplaetze verlorengingen und es waeren weniger Lebensmittelerhaeltlich, was bedeutet, dass die Arbeitslosen Pleite sind. ",5,-1,1,0,0,5,0.629278329,3,2,"Ein Verbot der Massentierhaltung würde ganze Gemeinschaften gefährden, weil viele Arbeitsplätze verlorengehen würden und weniger Nahrungsmittel zur Verfügung stünden, was bedeutet, dass Arbeitslose mehr aus der Tasche kämen.",5,-1,1,0,0,5,0.60450983,3,2
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,it is cruel to the animals involved,1,1,0.87519,Es ist den involvierten Tieren gegenueber grausam,5,1,1,5,0,0,0.835689006,4,1,es ist grausam zu den beteiligten Tieren,8,1,1,8,0,0,0.744797369,6,2
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,factory farming provides for what is no longer able to be grown where there are no farms,-1,1,0.77223,Massentierhaltung liefert was nicht mehr angebaut werden kann wo es keine Lamdwirtschaftschaftsbetriebe mehr gibt. ,5,-1,1,0,0,5,0.268492144,1,4,"Fabrikfarmen sieht vor, was nicht mehr angebaut werden kann, wo es keine Betriebe gibt",8,-1,0.519066802,1,3,4,0.176049855,3,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,factory farming creates a cruel environment for animals,1,1,1,Massentierhaltung schafft ein grausames Umfeld fuer Tiere,10,1,1,10,0,0,0.670807739,6,4,Fabriktierhaltung schafft eine grausame Umgebung für Tiere,8,1,1,8,0,0,0.738388821,6,2
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"well, if you ban gmos, there will be many empty fields where gmos were once grown, since they account for most of the total crops grown in a year. so, i do not think green space is a problem.",-1,0.515920822,0.28732,"Nun, wenn Sie Gmos verbieten, wird es viele leere Felder geben, auf denen einst Gmos angebaut wurden, da sie den größten Teil der gesamten in einem Jahr angebauten Ernte ausmachen. daher denke ich nicht, dass Grünflächen ein Problem darstellen.",6,0,0.84805788,0,5,1,0,0,6,"naja, wenn sie gmos verbieten, wird es viele leere felder geben, in denen einst gmos angebaut wurden, da sie die meisten der gesamten anbauflächen, die in einem jahr angebaut werden, ausmachen. Also, ich glaube nicht, dass Grünfläche ein Problem ist.",5,0,0.811439184,0,4,1,0,0,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,animals in factory farms are kept in terrible conditions and we need to stop this,1,1,0.80659,"Tiere in der industriellen Tierproduktion werden unter schrecklichen Bedingungen gehalten, und wir muessen dies beenden",5,1,1,5,0,0,0.835689006,4,1,"Tiere in Fabriken werden unter schrecklichen Bedingungen gehalten, und wir müssen das stoppen",7,1,1,7,0,0,1,7,0
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,we shouldn't ban factory farming because it provides cheap affordable food for humans that may otherwise not be able to afford it.,-1,1,0.71991,"Wir sollten die Massentierhaltung nicht verbieten, weil sie billige, erschwingliche Nahrungsmittel für Menschen liefert, die sich diese sonst vielleicht nicht leisten könnten.",6,-1,1,0,0,6,0.69108263,4,2,"Wir sollten die Massentierhaltung nicht verbieten, weil sie erschwingliche Lebensmittel für den Menschen bietet, die es sonst nicht leisten können.",5,-1,1,0,0,5,0.855393624,4,1
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"absolutely not.  there is nothing wrong with people attempting to spread the word of their faith and attempting to get others to follow.  this has been done for centuries, and spreading faith is a positive .",-1,1,0.71643,"Durchaus nicht. Es ist nicht verkehrt fuer Menschen zu versuchen ihren Glauben zu verbreiten und zu versuchen, dass andere folgen. Dies wurde seit Jahrhunderten getan und Glauben zu verbreiten ist positiv.   ",5,-1,1,0,0,5,0.803524809,4,1,"Absolut nicht.  Es ist nichts falsch, wenn die Menschen versuchen, das Wort ihres Glaubens zu verbreiten und versuchen, andere zu folgen.  Dies ist seit Jahrhunderten geschehen, und der Verbreitung des Glaubens ist ein positiver.",5,-1,1,0,0,5,0.324280896,2,3
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,banning missionary work would leave millions without aid.,-1,1,0.90849,Ein Verbot der Missionsarbeit würde Millionen von Menschen ohne Hilfe zurücklassen.,6,-1,1,0,0,6,0.764805159,5,1,Das Verbot der Missionsarbeit würde Millionen ohne Hilfe verschwinden lassen.,8,-1,0.859511111,0,1,7,0.615481413,4,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,people choose to do missionary work and therefore should have the right to do so.  not allowing people to spread their opinions is against the rights we have a citizens.,-1,1,0.63174,"Menschen waehlen als Missionaere zu arbeiten und sollten daher das Recht haben, dies zu tun. Den Menschen zu verbieten ihre Meinung zu verbreiten ist gegen die Rechte, die wir als Buerger haben.",5,-1,1,0,0,5,0.629278329,3,2,"Die Menschen entscheiden sich für missionarische Arbeit und sollten daher das Recht haben, dies zu tun.  Menschen, die ihre Meinung verbreiten, nicht zulassen, ist gegen die Rechte, die wir Bürger haben.",7,-1,0.919052142,1,0,6,0.636503115,5,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Missionary work has helped to civilize entire socities.,-1,1,0.80504,"Missionararbeit hat dazu beigtragen, ganze Gesellschaften zu zivilisieren.",5,-1,1,0,0,5,0.658918434,3,2,"Die Missionararbeit hat dazu beigetragen, ganze Sozietäten zu zivilisieren.",5,-1,1,0,0,5,0,0,5
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionaries aim to the core of a person's set of beliefes and morals, and wishes to change them. That's extremely immoral.",1,0.606935156,0.60242,"Missionare zielen auf den Kern eines Menschens Glauben und Moral, und moechten sie aendern. Das ist extrem unmoralisch.",5,1,1,5,0,0,0.803524809,4,1,Die Missionare zielen auf den Kern des Glaubens und der Moral einer Person und wollen sie verändern. Das ist extrem unmoralisch.,5,1,1,5,0,0,0.828137506,4,1
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,missionary work is funded by multibillionaires and serves to only enrich the lives of those that are already rich.,1,0.958623892,0.7168,"Die Missionsarbeit wird von Multimilliardären finanziert und dient nur dazu, das Leben derer zu bereichern, die bereits reich sind.",6,1,1,6,0,0,0.654209457,4,2,"Missionarische Arbeit wird von Multimilliardären finanziert und dient nur dazu, das Leben derer, die bereits reich sind, zu bereichern.",9,1,1,8,0,1,0.574404046,5,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,missionary work only helps other countries and puts people at risk.,1,0.900282977,0.75717,Missionararbeit hilft nur anderen Laendern und gefaehrdet Menschen.,5,1,1,5,0,0,0,0,5,Missionarische Arbeit hilft nur anderen Ländern und gefährdet die Menschen.,6,1,1,6,0,0,0,1,5
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"missionary work does good in poorer, third-world countries that are often forgotten and neglected.",-1,0.927635943,1,"Missionararbeit leistes Gutes in aermeren, Laendern der dritten Welt, die oft vergessen und  vernachlaeesigt sind.",9,-1,1,0,0,9,0.771186862,7,2,"Missionarische Arbeit tut gut in ärmeren Ländern der Dritten Welt, die oft vergessen und vernachlässigt werden.",9,-1,0.932831716,2,0,7,0.738388821,6,3
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,missionaries may act on the instruction of religion but their work is valuable and can change people's lives. look at the work done in african communities by christian missionaries.,-1,1,0.94467,"Missionare mögen auf Weisung der Religion handeln, aber ihre Arbeit ist wertvoll und kann das Leben der Menschen verändern. sehen Sie sich die Arbeit an, die christliche Missionare in afrikanischen Gemeinschaften leisten.",6,-1,1,0,0,6,0.639139263,4,2,"Missionare können auf Religionsunterricht einwirken, aber ihre Arbeit ist wertvoll und kann das Leben der Menschen verändern. Blick auf die Arbeit in afrikanischen Gemeinden durch christliche Missionare.",9,-1,0.925271063,1,0,8,0.227099372,3,6
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,missionaries do lots of great humanitarian work around the world.,-1,1,0.71797,Missionare leisten bedeutende humanitaere Arbeit weltweit.,5,-1,1,0,0,5,0.69108263,3,2,Missionare leisten auf der ganzen Welt viel humanitäre Arbeit.,8,-1,1,0,0,8,0.9133167,7,1
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"missionary work aids in bringing help to those in the matter of faith, providing encouragement and a better path of living.",-1,1,1,"Missionsarbeit hilft, den Menschen in Glaubensfragen Hilfe zu bringen, sie zu ermutigen und ihnen einen besseren Lebensweg zu ermöglichen.",6,-1,1,1,0,5,0.803524809,5,1,"Missionarische Arbeit hilft den Menschen in der Sache des Glaubens zu helfen, die Ermutigung und einen besseren Weg des Lebens zu bieten.",9,-1,0.925271063,1,0,8,0.369045872,4,5
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,missionary work is chance to help less fortunate countries,-1,1,0.76658,"Missionsarbeit ist eine Chance, weniger glücklichen Ländern zu helfen",6,-1,1,0,0,6,0.466205118,3,3,"Missionarische Arbeit ist die Chance, weniger glücklichen Ländern zu helfen",9,-1,1,1,0,8,0.693424426,5,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,missionary work is too important to ban all over the globe.,-1,1,0.73953,"Missionsarbeit ist zu wichtig, als dass sie auf der ganzen Welt verboten werden könnte.",6,-1,1,0,0,6,0,0,6,"Missionarische Arbeit ist zu wichtig, um überall auf der Welt zu verbieten.",5,-1,1,0,0,5,0.268492144,1,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,we should not force our ways and beliefs on other groups of people,1,1,1,wir sollten anderen Gruppen von Menschen nicht unsere Wege und Überzeugungen aufzwingen,6,1,1,6,0,0,0.763738402,4,2,sollten wir nicht unsere Wege und Überzeugungen zu anderen Gruppen von Menschen zwingen,5,1,1,5,0,0,0,0,5
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"the military should be wholly the domain of governments, because they provide for national defense. a private military company is 100-percent for profit, making them less favorable to true national defense.",1,1,0.89102,"Das Militaer sollte ausschliesslich die Domaene der Regierungen sein, da sie nationale Verteidigung liefern. Eine private Militaerfirma ist  100 Prozent Profit ausgerichtet und daher weniger vorteilhaft fuer wahre nationale Verteidigung.",10,1,1,10,0,0,1,10,0,"das Militär sollte vollständig die Domäne der Regierungen sein, weil sie für die nationale Verteidigung sorgen. Ein privates militärisches Unternehmen ist zu 100 Prozent für Profit, was sie weniger günstig für echte nationale Verteidigung macht.",7,1,1,7,0,0,1,7,0
We should ban private military companies,Wir sollten private Militärfirmen verbieten,the private military companies are owned by elites who bet on wars to obtain millions in profits,1,1,0.73312,"die privaten Militärunternehmen sind im Besitz von Eliten, die auf Kriege setzen, um Millionengewinne zu erzielen",6,1,1,6,0,0,0.44886528,3,3,"Die privaten Militärs sind Eigentum von Eliten, die auf Kriege setzen, um Millionen von Gewinnen zu erhalten",6,1,1,6,0,0,0.889404298,5,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,it has a good income for people and pay is equal for men and women,-1,0.798805409,0.42688,Es bringt ein gutes Einkommen fuer Menschen und zahlt das Gleiche fuer Maenner und Frauen,5,-1,1,0,0,5,0.226115296,1,4,Es hat ein gutes Einkommen für die Menschen und die Bezahlung ist für Männer und Frauen gleich,6,-1,0.754941212,0,1,5,0.197789545,1,5
We should ban private military companies,Wir sollten private Militärfirmen verbieten,pmcs can provide security and reassurances to countries that cannot effectively raise the military might they need.,-1,0.898362737,0.87083,"Vorbeugende Wartungskontrollen und -dienste können Ländern, die nicht in der Lage sind, die von ihnen benötigte militärische Macht effektiv aufzubringen, Sicherheit und Beruhigung bieten.",6,-1,1,0,0,6,0.494607439,3,3,"Pmcs können den Ländern, die das Militär nicht effektiv aufbringen können, Sicherheit und Sicherheit bieten.",5,-1,1,0,0,5,0.535032666,3,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,private military companies allow more investment than governments can afford and so are essential to future security and should not be banned.,-1,0.898088091,1,Private Militaerfirmen bewilligen mehr Investitionen als sich Regierungen  leisten koennen und sind somit notwendig fuer zukuenftige Sicherheit und sollten nicht verboten werden.,9,-1,1,0,0,9,0.56720962,5,4,"Privatmilitärische Unternehmen erlauben mehr Investitionen, als die Regierungen es sich leisten können, und sind daher für die künftige Sicherheit von entscheidender Bedeutung und sollten nicht verboten werden.",8,-1,0.919052142,1,0,7,0.696405648,6,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,private military companies can enhance the government's military while providing better wages for employees,-1,1,0.97442,"Private Militaerfirmen koennen das Regierungsmilitaer unterstuetzen, waehrend es den Angestellten hoehere Loehne bezahlt",8,-1,1,0,0,8,0.486392175,4,4,Privatmilitärische Unternehmen können das Militär der Regierung verbessern und gleichzeitig bessere Löhne für die Beschäftigten bereitstellen.,12,-1,0.88485807,1,0,11,0.854021781,10,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"private military companies are accessible to all, providing security and security measures that are currently not accessible to all.",-1,0.89817342,0.65865,"Private Militaerfirmen sind fuer alle zugaenglich, bieten Schutz und Schutzmassnahmen, die gegenwaertig nicht fuer alle zugenglich sind.",5,-1,1,0,0,5,0.432803138,2,3,"Privatmilitärische Unternehmen sind für alle zugänglich und bieten Sicherheits-und Sicherheitsmaßnahmen, die derzeit für alle nicht zugänglich sind.",9,-1,1,1,0,8,0.404015511,3,6
We should ban private military companies,Wir sollten private Militärfirmen verbieten,private military companies can be useful to countries who do not have their own military.,-1,1,0.83762,"Private Militärfirmen können für Länder nützlich sein, die kein eigenes Militär haben.",6,-1,1,0,0,6,1,6,0,"Privatmilitärische Unternehmen können für Länder, die kein eigenes Militär haben, nützlich sein.",9,-1,0.925271063,1,0,8,0.558931331,4,5
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Private military companies can have very specialized skills that the military can use so they can be helpful,-1,1,0.82803,"Private Militärfirmen können sehr spezielle Fähigkeiten haben, die das Militär nutzen kann, damit sie hilfreich sein können",6,-1,1,0,0,6,0.849734761,5,1,"Private Militärfirmen können sehr spezialisierte Fähigkeiten haben, die das Militär nutzen kann, damit sie hilfreich sein können",9,-1,1,1,0,8,0.785232915,6,3
We should ban private military companies,Wir sollten private Militärfirmen verbieten,private military companies take money away from bigger corporations.,1,0.898336549,0.49858,Private Militärfirmen nehmen größeren Unternehmen Geld weg.,6,1,0.822560195,5,0,1,0,0,6,Private Militärfirmen nehmen Geld von größeren Unternehmen ab.,5,1,0.821222973,4,1,0,0,0,5
We should ban private military companies,Wir sollten private Militärfirmen verbieten,our military is more than capable without hiring overpriced private companies,1,1,0.78102,Unser Militaer ist mehr als faehig ohne uberteuerte Privatfirmen einzustellen,10,1,1,10,0,0,0.409857178,4,6,"Unser Militär ist mehr als fähig, ohne überteuerte Privatunternehmen zu mieten",8,1,1,8,0,0,0.383283714,3,5
We should ban private military companies,Wir sollten private Militärfirmen verbieten,We should not ban private military companies since these private companies can do things their own way and are not controlled by the government. They can fill in spots the government doesn't address.,-1,1,1,"Wir sollten provate Militaerfirmen nicht verbieten, da diese Privatfirmen ihren eigenen Weg gehen koennen und nicht von der Regierung ueberwacht werden. Sie koennen Loecher stopfen, die die Regierung nicht adressiert. ",5,-1,1,0,0,5,0.432803138,2,3,"Wir sollten private Militärfirmen nicht verbieten, da diese Privatunternehmen Dinge tun können, die ihren eigenen Weg gehen und nicht von der Regierung kontrolliert werden. Sie können Stellen füllen, die die Regierung nicht adressieren kann.",8,-1,1,0,0,8,0.9133167,7,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,we should ban private military companies because it relies too much on government funding,1,1,1,"wir sollten private Militärunternehmen verbieten, weil sie sich zu sehr auf staatliche Finanzierung verlassen",6,1,1,6,0,0,0.125665896,1,5,"Wir sollten private Militärfirmen verbieten, weil sie zu viel auf staatliche Finanzierung angewiesen sind.",9,1,1,9,0,0,0.822446827,6,3
We should ban private military companies,Wir sollten private Militärfirmen verbieten,private military companies are in it for the financial gain and does not adhere to the morals of civilian casualties.,1,1,0.78673,private Militärfirmen aus finanziellen Gründen dabei sind und sich nicht an die Moral von zivilen Opfern hält.,6,1,1,6,0,0,0.125665896,1,5,private Militärfirmen sind in ihr für den finanziellen Gewinn und halten sich nicht an die Moral der zivilen Opfer.,5,1,1,5,0,0,0.39042629,2,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,targeting killing should be banned to prevent the targets from being regarded as martys.,1,1,0.7383,"Das gezielte Töten sollte verboten werden, um zu verhindern, dass die Ziele als Martys angesehen werden.",6,1,1,6,0,0,0.298600041,2,4,"Das gezielte Töten sollte verboten werden, um zu verhindern, dass die Ziele als Martys angesehen werden.",5,1,1,5,0,0,0.39042629,2,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,states should not actively seek to carry out extra judicial killing on any individual regardless to the reason as it contravenes the right to be heard in court,1,0.896370512,0.7467,"Die Staaten sollten nicht aktiv versuchen, außergerichtliche Tötungen an Einzelpersonen vorzunehmen, ungeachtet des Grundes, da dies gegen das Recht verstößt, vor Gericht gehört zu werden.",6,1,1,6,0,0,0.731507856,4,2,"Die Staaten sollten sich nicht aktiv um eine außergerichtliche Tötung von Personen bemühen, unabhängig davon, warum sie gegen das Recht verstoßen, vor Gericht gehört zu werden",5,1,1,5,0,0,0.30891737,2,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"targeted killings can easily be abused by government to, for example, silence their critics, or even political opposition.",1,1,1,"Gezielte Toertung kann leicht von der Regierung  missbraucht werden um, zum Beispiel, ihre Kritiker oder sogar politische Opposition ausser Gefecht zu setzen.",10,1,0.897300506,9,0,1,0.842647559,8,2,"Gezielte Tötungen können von der Regierung leicht missbraucht werden, um zum Beispiel ihre Kritiker zum Schweigen zu bringen, oder sogar politische Opposition.",8,1,1,8,0,0,0.712323472,5,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,targeted killing eliminates evil rulers without harm to civilians,-1,0.899574964,1,Gezielte Toetung beseitigt uebel gesinnte Machthaber ohne Zivilisten zu schaden,5,-1,1,0,0,5,0.586901481,3,2,zielgerichtete Tötung beseitigt böse Herrscher ohne Schaden für Zivilisten,9,-1,0.932831716,2,0,7,0.5187156,4,5
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,targeted killing is a quick and reliable way to ensure no further atrocities can be comitted by the perpetrator.,-1,1,1,"Gezielte Toetung ist eine schnelle und zuversichtliche Art sicherzustellen, dass keine weiteren Grausamkeiten von dem Taeter begangen werden koennen.",8,-1,1,0,0,8,1,8,0,"Gezielte Tötung ist eine schnelle und zuverlässige Methode, um sicherzustellen, dass keine weiteren Gräueltaten durch den Täter festgelegt werden können.",7,-1,0.88896478,2,0,5,0.740989474,5,2
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Targeted killing is just unlawful execution by another name, it is illegal and should be banned.",1,1,0.86105,"Gezielte Tötung ist nur eine unrechtmäßige Hinrichtung unter einem anderen Namen, sie ist illegal und sollte verboten werden.",6,1,1,6,0,0,1,6,0,"Gezielte Tötung ist nur eine unrechtmäßige Hinrichtung durch einen anderen Namen, sie ist illegal und sollte verboten werden.",6,1,1,6,0,0,1,6,0
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,targeted killing helps take out people who are a severe threat,-1,0.910564534,1,"Gezielte Tötungen helfen, Menschen auszuschalten, die eine ernste Bedrohung darstellen",6,-1,1,0,0,6,1,6,0,"gezielte Tötung hilft, Menschen, die eine schwere Bedrohung sind,",9,-1,0.925271063,2,0,7,0.113549686,1,8
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,i do not support that decision is that without them there would be many terrorists is a measure that helps a lot to this society,-1,1,0.59849,"Ich unterstuetze diese Entscheidung nicht  ohne sie wuerde es viele mehr Terroristen geben    ist eine Massnahme, die dieser Gesellschaft sehr hilft",5,-1,1,0,0,5,0.226115296,1,4,"ich unterstütze nicht diese entscheidung ist, dass ohne sie gäbe es viele Terroristen ist eine maßnahme, die viel hilft, diese gesellschaft",8,-1,1,0,0,8,0.208124872,2,6
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,we need to have the ability to kill or assassinate our perceived enemies.,-1,1,0.87542,"Wir müssen in der Lage sein, unsere vermeintlichen Feinde zu töten oder zu ermorden.",6,-1,1,0,0,6,0.125665896,1,5,"Wir müssen die Fähigkeit haben, unsere wahrgenommenen Feinde zu töten oder zu ermorden.",9,-1,0.925271063,1,0,8,0.757427913,5,4
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,we should not ban targeted killing because it helps to cut down on the loss of innocent and civilian lives.,-1,1,0.70276,"Wir sollten gezielte Toetung nicht verbieten, weill es dabei hilft den Verlust von unschuldigen und Zivilleben zu reduzieren.",5,-1,1,0,0,5,0.855393624,4,1,"Wir sollten das gezielte Töten nicht verbieten, weil es dazu beiträgt, den Verlust von unschuldigen und zivilen Leben zu verringern.",6,-1,1,0,0,6,0.731001181,5,1
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,we should ban targeted killing as it is a reprehensible way to kill animals by not even giving them a chance.,1,0.900566285,0.72238,"Wir sollten gezielte Toetung verbieten, denn es ist  verwerflich Tiere zu toeten ohne ihnen eine Chance zu geben.",5,1,1,5,0,0,0,0,5,"Wir sollten das gezielte Töten verbieten, da es eine verwerfliche Art ist, Tiere zu töten, indem wir ihnen nicht einmal eine Chance geben.",6,1,0.818215312,5,0,1,0.171862494,1,5
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,we should ban targeted killing because it is murder and we should not act like we are god,1,1,0.85139,"Wir sollten gezielte Toetung verbieten, weil es Mord ist, und wir sollten nicht handelns als wenn wir Gott sind",10,1,1,9,0,1,0.791939167,8,2,"Wir sollten das gezielte Töten verbieten, denn es ist Mord und wir sollten nicht so handeln, wie wir Gott sind.",8,1,1,8,0,0,0.772011427,6,2
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,some individuals who have been confirmed as the culprit of heinous crimes can in some instances when apprehending them conventionally is not possible,-1,0.670693122,0.33157,"einige Personen, die als Täter von abscheulichen Verbrechen bestätigt wurden, können in einigen Fällen, wenn ihre Festnahme auf konventionelle Weise nicht möglich ist",6,-1,1,0,0,6,0.275931136,2,4,"einige Personen, die als der Übeltäter von abscheulichen Verbrechen bestätigt wurden, können in einigen Fällen, wenn sie sie konventionell einschlagen, nicht möglich sein,",5,-1,0.742450571,1,0,4,0,0,5
