topic_EN,topic_IT,argument_IT,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Dovremmo abolire il trading algoritmico in quanto rende più semplice l'attività degli speculatori finanziari.,1,1,10,0,0,10,1,7,0,7
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Dovremmo vietare il trading algoritmico perchè disincentiva il trading umano che in certi casi sarebbe preferibile ad un processo automatizzato.,1,1,10,0,0,10,0.890434096,5,1,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Dovremmo vietare il trading algoritmico, nulla di più sbagliato. Alla fine può compromettere solo il 10% di tutto il volume di trading.",-1,0.89603046,10,9,0,1,0.747763761,6,2,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Dovremmo vietare il trading su base algoritmica  perchè è inaffidabile e aleatorio,1,1,10,0,0,10,0.937693486,7,1,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Dovremmo vietare le negoziazioni su base algoritmica perchè la loro efficacia non è ancora completamente provata,1,1,10,0,0,10,0.863448807,7,1,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,E' pericoloso per l'uso dei dati privati che potrebbero essere usati in modo non onesto.Sicuramente da vietare.,1,1,10,0,0,10,0.78339233,6,2,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"E' solo uno strumento come un altro che può essere usato bene o male, dipende sempre da un essere umano.",-1,0.701979574,10,7,3,0,0.520950508,8,5,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,E' un ottimo algoritmo nel campo della finanza e soprattutto molte aziende offronola possibilità di impararlo gratuitamente.,-1,1,10,10,0,0,0.539524984,9,6,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Gli algoritmi creano un modello che permette l'analisi di dati complessi di trading,-1,1,10,10,0,0,1,6,0,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Gli algoritmi se non usati correttamente sono pericolosi e dannosi,1,1,10,0,0,10,0.87329441,5,1,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Gli scambi finanziari devono essere il risultato di transazioni tra persone reali, altrimenti si corre il rischio di generare speculazioni e crolli di borsa.",1,1,10,0,0,10,0.909949798,6,1,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,I calcoli nel trading in ogni caso servono per supportare alcune azioni finanziarie.,-1,0.800792741,5,4,1,0,0.694413657,5,2,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,I trading in generale sono pericolosi a mio avviso e c'è troppa gente che si affida anche al trading on line convinto di guadagnare e poi perde del denaro.,1,1,5,0,0,5,0.802772173,5,2,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Il governo dovrebbe proibire ogni scambio gestito da computer.,1,0.902204394,10,1,0,9,0.408577787,8,5,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Il mondo cambia velocemente e quindi penso che ognuno di noi debba imparare come fare operazioni finanziarie di ogni tipo, online.",-1,1,10,10,0,0,0.517830967,9,5,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Il trading algoriritmico non dovrebbe essere abolito perché sicuro e ben strutturato tanto da essere usato dalle banche per gli investimenti,-1,1,10,10,0,0,1,7,0,7
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Il trading algoritmico avvicina nuove persone al mondo della finanza, che non l'avrebbero preso in considerazione altrimenti. Questi sistemi semplificano la vita degli investiotri, se usati correttamente.",-1,1,10,10,0,0,0.994045798,5,1,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Il trading algoritmico ha avvicinato molti nuovi investitori al mondo della finanza, che hanno trovato in questo strumento un valido alleato.",-1,1,10,10,0,0,1,6,0,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Il trading algoritmico produce una continua sfiducia nel sistema finanziario.,1,1,10,0,0,10,0.551151716,5,2,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Il trading algoritmico semplifica la vita ai traders, ma certamente spinge trader inesperti ad operare sui mercati, proprio per via di questa semplicità apparente e quindi questi possono perdere soldi.",1,0.827779011,10,1,1,8,1,6,0,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Il trading algoritmico va abolito perché può portare a forti perdite. Non può prevedere tutto quello che può accadere sui mercati.,1,1,10,0,0,10,1,8,0,8
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Il trading algoritmico viene usato soprattutto da chi non ha cognizione in materia mettendo a rischio i risparmi.,1,1,10,0,0,10,1,6,0,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Il trading algoritmico è un metodo di gestione degli ordini al passo con la tecnologia attuale.,-1,1,10,10,0,0,0.886449782,7,3,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Il trading algoritmico è uno strumento potente, ma alcuni traders non esperti potrebbero perdere molti soldi utilizzandolo in maniera impropria.",1,0.598029826,5,1,1,3,0.473751897,5,2,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Il trading automatico permette una rapida esecuzione degli ordini e li chiude automaticamente senza l'intervento di un mediatore, quindi è un modo abbastanza affidabile e veloce di fare trading.",-1,1,10,10,0,0,0.884572822,5,1,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Il trading automatico è un sistema inaffidabile e molto rischioso, poiché richiede molta esperienza e ottime conoscenze del trading prima di poter ottenere qualche risultato.",1,1,10,0,0,10,0.710138934,8,3,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Il trading e' come un gioco e porta la gente all'ossessione e a perdere molti soldi,1,1,10,0,0,10,0.868018785,7,2,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Il trading se usato correttamente puo essere un ottima forma di investimento,-1,0.90395501,10,9,1,0,0.833944958,6,1,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"In assenza di errori umani, gli algoritmi sono più affidabili",-1,0.90891576,11,10,0,1,0.905595788,8,1,7
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Io non so cosa sia ma forse per quelli che lo sanno è un'opportunità,-1,1,5,5,0,0,0,5,5,0
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"L'errore umano diventa mancante, e tutto è più accurato.",-1,0.894798246,10,9,0,1,0.590834607,9,4,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,La borsa deve essere aperta a tutti. Non ci dovrebbero essere limitazioni e grazie a questi strumenti chiunque può operare.,-1,1,5,5,0,0,0.639292888,5,2,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,NON RITENGO CHE IL TRADING ALGORITMICO SIA UN MODO ETICO PER GUADAGNARE.,1,0.890107175,10,1,0,9,0.599614641,9,4,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,No perchè in questo modo tutti possiamo cimentarci col tranding e non sono più solo gli speculatori ad approfittarsi di questa pratica ed è più difficile per loro condizionare il mercato.,-1,1,5,5,0,0,0.637231182,5,2,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Non dovremmo abolire il trading algoritmico in quanto rende alla portata di tutti le operazioni di borsa.,-1,1,10,10,0,0,0.43347772,5,3,2
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Non dovremmo vietare il trading algoritmico perchè gestisce in maniera automatica una mole di dati che sarebbe in molti casi impossibile gestire in maniera efficiente da parte umana.,-1,1,5,5,0,0,1,5,0,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Non dovremmo vietare il trading algoritmico perché l'attendibilità delle macchine è sicura e semplifica il lavoro all'uomo,-1,1,10,10,0,0,0.635775281,6,3,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Non dovremmo vietare il trading su base algoritmica perchè vietarlo violerebbe le regole del libero commercio.,-1,1,10,10,0,0,0.7911068,8,3,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Non è giusto affidarsi a strumenti automatici. Bisogna conoscere la materia che si sta approcciando.,1,0.905461962,10,1,0,9,0.590624875,9,4,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Oggi ci sono metodi informatici che sono molto precisi,che danno meno errori di quelli che possono essere fatti dai umani,perciò un algoritmo valido può sempre funzionare.",-1,1,10,10,0,0,1,5,0,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Perche questo tipo di trading dà un vantaggio enorme a le compagnie che gestiscono gli ordini a discapito degli utenti finali.,1,0.58763552,10,4,0,6,0.859161062,6,1,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Poter fare trading online sfruttando le operazioni di algoritmi offerte da piattaforme internet, facilita il processo di chi desidera poter  fare investimenti comodamente da casa.",-1,1,10,10,0,0,1,6,0,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"Sì, perchè ci sono troppi elementi imprevedibili che un algoritmo non può immaginare e solo operatori umani possono rispondere preventivamente ai cambi del mercato o essere pronti a rischiare.",1,1,10,0,0,10,1,9,0,9
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Tutti potrebbero investire con maggior possibilità di successo senza avere una particolare  conoscenza dei processi in essere.,-1,0.509192458,10,5,0,5,0.928295613,7,1,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Tutto ciò potrebbe sfociare immune pura speculazione.,1,1,10,0,0,10,0.003292978,6,5,1
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,Un algoritmo ha meno possibilità di commetere errori che un essere umano sottoposto allo stress e stanchezza.Sono più affidabili e possono essere constantemente migliorata.,-1,0.950192294,10,9,0,1,1,6,0,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"alcune decisioni potrebbero essere sbagliate in situazioni particolari, come ad esempio l'attuale pandemia",1,1,10,0,0,10,0.51603479,6,3,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,fare trading con bot è un passo dell'innovazione tecnologica e non crea danni.,-1,1,10,10,0,0,0.886117963,9,3,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"gli HFT hanno eccessivamente imbalsamato i mercati finanziari, falsando la naturale domanda/offerta dei valori azionari.",1,0.801255652,5,1,0,4,1,5,0,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"il trading algoritmico andrebbe proibito in quanto si tratta di una truffa, che porta molte persone a perdere dei soldi",1,1,10,0,0,10,0.729515563,7,2,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,il trading algoritmico non aiuta ad avere il prezzo migliore.,1,0.904084503,10,1,0,9,0.685326929,7,3,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,il trading algoritmico non andrebbe proibito perchè è un modo di applicazione della matematica che consente se ben utilizzato di guadagnare dei soldi,-1,1,5,5,0,0,1,5,0,5
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,il trading con gli algoritmi fa perdere ogni giorno un sacco di soldi a novelli operatori di borsa affamati di di diventare ricchi..invece diventano sempre piu' poveri senza esperienza non si fa nulla,1,1,10,0,0,10,0.934566158,9,1,8
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"l'algorithmic treading  è un metodo come un altro di fare trading, e comunque non assicura un redimento sicuro",-1,0.51105127,10,5,1,4,0.115815364,7,6,1
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,la stabilità dei corsi azionari e la mancanza di volatilità contribuisce e favorisce l'espansione del numero di nuovi investitori che entrano nel mercato.,-1,0.608813314,5,3,1,1,0.928946471,5,1,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,"la tecnologia   ha sempre portato progresso nel mondo degli affari , tutti sono a conoscenza di questo fattore per cui si è  liberi di scegliere se operare o meno con questo mercato.",-1,0.814225371,10,8,1,1,0.841660048,5,1,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,le macchine non si distraggono e fanno tutte le operazioni in automazione,-1,1,10,10,0,0,0.702147157,5,2,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,le macchine non sono in grado di gestire in autonomia le emergenze,1,0.77280037,10,2,0,8,,,,
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,le macchine non sono in grado di preveder la variazioni ed agire in maniera conseguente,1,1,5,0,0,5,0.708284711,5,1,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,si dovrebbe vietare il trading algoritmico.,1,1,10,0,0,10,0,7,7,0
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,tecnologia fredda che implica un controllo dei dati da parte di terzi.,1,1,10,0,0,10,0.541383536,6,3,3
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,tecnologia utile e comoda che permette di risparmiare risorse.,-1,1,10,10,0,0,0.521034593,9,5,4
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,un grosso aiuto in questo senso il trading algoritmico lo puo dare per velocizzare e ottimizzare le operazioni,-1,1,10,10,0,0,1,6,0,6
We should ban algorithmic trading,Dovremmo vietare il trading algoritmico,è un sistema che può portare la gente ad indebitarsi in maniera spropositata in quanto molti non conocono le regole e non si rendono conto dei pericoli,1,1,10,0,0,10,1,6,0,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"Con la crescita della popolazione mondiale ci sarà sempre maggiior richiesta di cibo, per questo l'agricoltura industriale è indispensabile e quindi non va abolita.",-1,1,10,10,0,0,1,7,1,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Credo che l'agricoltura su scala industriale sia poco sostenibile e che nel giro di qualche decennio pagheremo le conseguenze di questo sfruttamento eccessivo.,1,1,10,0,0,10,0.889855811,6,1,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"Danneggia le agricolture dei Paesi più poveri, privilegia la quantità dei prodotti a discapito della qualità per cui abbiamo sì più cibo a disposizione, ma di qualità  peggiore e la salute pubblica ne risente.",1,1,10,0,0,10,1,7,0,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Dovremmo vietare l'agricoltura industrializzata in quanto è finalizzata solo al guadagno rispetto alla qualità.,1,1,10,0,0,10,1,6,0,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,E' un modo di sfruttare in maniera eccessiva le risorse e aumenta l'uso di pesticidi,1,1,5,0,0,5,0.873825702,5,1,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,E' una enorme crudeltà verso animali che già sono nati con destini orribili,1,1,5,0,0,5,0.765467186,5,1,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"Essere onnivori per sopravvivenza è un conto, ma obbligare gli animali ad una intensa e breve vita di torture è solo essere più bestie di loro.",1,1,10,0,0,10,0.699902472,9,3,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"Gli animali non devono soffrire e vivere in condizioni disumane,  queste aziende devono essere abolite e rincovertite per poter dare l'uomo  un cibo sano",1,1,5,0,0,5,0.72347593,5,1,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Grazie all'agricoltura praticata con metodi industriali è cresciuta la produzione di cibo e la fame nel mondo è progressivamente diminuita.,-1,1,10,10,0,0,1,6,0,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"I metodi di allevamento industriali sono gli unici a permettere di produrre il cibo a buon mercato, così che tutti possano nutrirsi e restare in salute in maniera economica.",-1,1,10,10,0,0,0.961077285,9,2,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Il risvolto negativo è stato però l'impoverimento e lo sfruttamento eccessivo delle risorse naturali nonché l'aumento dell'inquinamento,1,0.903367232,10,0,1,9,0.623127745,9,4,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"L'agricoltura industriale distrugge la terra,usando dei mezzi e metodi molto aggressivi che non rispettano l'equillibrio naturale.",1,1,10,0,0,10,1,6,0,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'agricoltura industriale ha portato grande benessere automatizzando molti lavori manuali e  permettendo una produzione maggiore.,-1,1,10,10,0,0,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'agricoltura industriale non deve essere vietata perché permette una maggiore produzione e maggior controllo sui prodotti,-1,1,5,5,0,0,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"L'agricoltura industriale permette di fornire lavoro a molte persone e, se organizzata in modo corretto e rispettoso della natura, è sicuramente da incentivare.",-1,1,10,10,0,0,1,6,0,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"L'agricoltura industriale va abolita perché, a differenza dell'agricoltura tradizionale, può arrecare gravi danni sia all'ambiente che alla salute delle persone.",1,1,5,0,0,5,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"L'agricoltura industriale è un danno per noi consumatori , si usano troppi prodotti nocivi per produrre molto di più , ma di qualità inferiore a danno dei consumatori",1,1,10,0,0,10,0.928295613,7,1,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'agricoltura su ampia scala è quasi indispansabile in un mondo in cui siamo sempre di più.,-1,1,10,10,0,0,0.250973316,5,3,2
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"L'allevamento industriale fa largo uso di mangimi geneticamente modificati, antibiotici e altri medicinali dannosi per la salute degli animali e degli uomini.",1,1,5,0,0,5,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'allevamento industriale è necessario poiché soddisfa il crescente bisogno di alimenti animali nel mondo.,-1,1,10,10,0,0,0.795699892,6,2,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'allevamento intensivo permette di produrre la quantità di carne necessaria a soddisfare il fabbisogno della popolazione a prezzi accessibili e competitivi.,-1,1,10,10,0,0,0.857971235,9,3,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'allevamento intensivo serve a produrre più velocemente dei beni necessari a sfamare una popolazione mondiale sempre più in crescita.,-1,1,10,10,0,0,1,8,1,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"L'allevamento intensivo soddisfa l'elevata richiesta alimentare mondiale di alimenti animali, abbassa i costi di produzione e di vendita, garantendo cibo anche alle fasce meno abbienti.",-1,1,5,5,0,0,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'allevamento intensivo è una delle maggiori cause dell'inquinamento globale dovrebbe quindi essere abolito.,1,1,5,0,0,5,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'industrializzazione dell'agricoltura porta alla distruzione del piccolo coltivatore e anche l'suo di prodotti non naturali,1,1,10,0,0,10,0.558063298,9,3,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,L'industrializzazione delle pratiche agricole ha ridotto il costo del cibo ed ha contribuito a ridurre la fame nel mondo.,-1,0.800792741,5,4,0,1,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,La deforestazione globale è causata dall'agricoltura industriale.,1,1,10,0,0,10,0.781145383,6,1,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,La densità di popolazione mondiale è talmente alta che senza non riusciremmo a sfamare tutti,-1,0.906144697,10,9,0,1,0.715326684,9,3,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,La terra è di tutti ed ognuno dovrebbe essere libero di accingerci.,-1,0.744723337,10,7,1,2,0,6,6,0
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Le coltivazioni industriali abbassano i costi,-1,1,10,10,0,0,0.43004167,7,4,3
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Le coltivazioni industriali pensano solo al profitto,1,1,10,0,0,10,0.723800288,6,2,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"Le piccole fattorie non sono in grado di soddisfare l'attuale fabbisogno di prodotti agricoli di sette miliardi di persone, perciò l'agricoltura industriale è necessaria.",-1,1,11,11,0,0,1,9,0,9
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,No perchè siamo troppi e tutti abbiamo il diritto di mangiare per cui i metodi di produzione alimentare massivi sono l'unica soluzione attuale per dare a tutti la possibilità di nutrirsi e vivere decentemente.,-1,1,10,10,0,0,0.958187293,9,2,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Non dovremmo vietare l'agricoltura industriale perchè copre esigenze di produzione che l'agricoltura tradizionale non può soddisfare in quanto ha tempistiche più lunghe e metodi di coltivazione diversi.,-1,1,10,10,0,0,1,9,1,8
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Non dovremmo vietare l'agricoltura industriale perchè riesce a soddisfare esigenze e tempistiche che l'agricoltura tradizionale da sola non può soddisfare.,-1,1,10,10,0,0,1,7,0,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"Penso che bisogna in ogni modo incentivare le aziende agricole, per rafforzare le nostre tradizioni e per usufruire di prodotti sani e biologici.",1,0.603939401,10,4,0,6,0.861438831,8,3,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"Questa idea è ottima,cosi gli animali saranno allevati rispettando la loro natura e creando l'ambiente che per loro è naturale,non le gabbie.",1,1,10,0,0,10,1,7,0,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"Se eliminassimo le aziende agricole perderemmo uno dei beni dell'Italia, che produce proprio così e fornisce materie prime e lavoro a molte persone.",-1,1,5,5,0,0,0.639292888,5,2,3
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Senza un agricoltura massiva sarà difficile nutrire la popolazione del mondo la cui crescita è del tutto fuori controllo,-1,1,10,10,0,0,0.95707643,9,2,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Siamo ormai 8 miliardi e l'allevamento intensivo è l'unico modo per dare una fonte sicura e costante di parte del cibo che serve per sostenere una tale moltitudine di persone.,-1,1,5,5,0,0,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Sì perchè sono un metodo troppo intensivo di produrre cibo che produce problemi e inquinamento in modo eccessivo e non si ha acuore la qualità di quello che si fa.,1,1,10,0,0,10,0.92141131,6,1,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,Vietandola si dare lavoro ad un maggior numero di persone,1,0.897795572,10,0,1,9,0,5,5,0
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,aiutano la gente creando cibo e altre materiali adatti a sfamare la gente.,-1,1,10,10,0,0,0.776205591,9,4,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,avere cibo a basso costo permette di nutrire le fasce più povere della popolazione,-1,1,10,10,0,0,1,7,0,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"bisogna vietare l'agricoltura industriale perche in alcuni casi , non sappiamo se trattrebbero le colture in modo ecosostenibile non usando prodotti nocivi",1,1,5,0,0,5,0.694413657,5,2,3
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,crea dei problemi alla salute dell'uomo,1,1,10,0,0,10,0.644203009,7,3,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,dobbiamo vietare l ' agricoltura industriale poichè la qualità dei prodotti è inferiore e con maggiore inquinamento di sostanze contenute nei cibi che conseguentemente danneggiano il consumatore finale,1,1,10,0,0,10,1,6,0,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,dovremmo sostenere di piu' l'agricoltura,1,0.596060834,10,3,1,6,0,7,7,0
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,gli allevamenti intensivi contribuiscono a risolvere il problema della fame nel mondo,-1,1,5,5,0,0,0.928946471,5,1,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,l' agricoltura industriale andrebbe proibita perchè troppo intensiva e sta provocando un impoverimento della terra.,1,1,10,0,0,10,1,7,0,7
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,l' agricoltura industriale permette di ottenere una quantità maggiore di prodotti a costi molto piu' bassi,-1,1,10,10,0,0,0.699084765,6,3,3
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,l'agricoltura deve essere data ai piccoli agricoltori che possono coltivare secondo natura,1,1,5,0,0,5,0.597301632,5,2,3
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,l'agricoltura industriale deve essere favorita perché ci permette di avere frutta e verdura di qualità in ogni stagione dell'anno,-1,1,5,5,0,0,0.873825702,5,1,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,l'agricoltura industriale deve essere vietata perché vengono usati fertilizzanti e concimi nocivi per la salute,1,1,5,0,0,5,1,5,0,5
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,l'agricoltura industriale dovrebbe essere favorita,-1,1,10,10,0,0,0,6,6,0
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,l'agricoltura industriale non rispetta il terreno ed i suoi tempi. Inoltre non è etica ed è dannosa per la salute dell'uomo,1,1,10,0,0,10,1,6,0,6
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,le fattorie utilizzano allevamenti intensivi che fanno del male agli animali,1,1,10,0,0,10,0.945999848,9,1,8
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,non si dovrebbe mai vietare lagricoltura industriale,-1,1,5,5,0,0,0,5,5,0
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,questo tipo di fattorie aumentano la quantità a scapito della qualità,1,0.902301272,10,2,0,8,0.880351187,5,1,4
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,si limiterebbe la possibilità dell'italia di concorrere con le altre nazioni mondiali,-1,0.905297988,10,9,1,0,0.301514885,8,6,2
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,sin dall'alba dei tempi l'uomo si e' nutrito cacciando gli animali.. perche' adesso gli ecologisti dovrebbero chiudere le fattorie e le industrie alimentari causando la disoccupazione di una miriade di persone,-1,1,10,10,0,0,0,5,5,0
We should ban factory farming,Dovremmo vietare l'agricoltura di fabbrica,"è necessario vietare l'uso di fertilizzanti sintetici, pesticidi, regolatori della crescita delle piante, additivi per mangimi, qualità del prodotto, il suo prezzo deve essere conforme alle norme.",1,1,10,0,0,10,0.192537794,5,3,2
We should ban missionary work,Dovremmo vietare il lavoro missionario,"Abbiamo tanto bisogno nel nostro Paese, ed è a questo che si dovrebbe dare la priorità!",-1,0.799292225,10,8,1,1,0,9,9,0
We should ban missionary work,Dovremmo vietare il lavoro missionario,"Ci dobbiamo aiutare da soli, siamo esseri dotati di intelligenza che riescono anche nelle situazioni difficili ad escogitare  la maniera di sopravvivere",1,0.905821049,10,1,0,9,0.187630701,9,8,1
We should ban missionary work,Dovremmo vietare il lavoro missionario,Ci sono troppi lavori cosiddetti caritatevoli e magari non lo sono,1,1,10,0,0,10,0,6,6,0
We should ban missionary work,Dovremmo vietare il lavoro missionario,Con il lavoro dei missionari si aiutano le popolazioni a progredire.,-1,1,5,5,0,0,0.873825702,5,1,4
We should ban missionary work,Dovremmo vietare il lavoro missionario,Credo che il missionario sia una scelta di vita che vada sostenuta,-1,0.782688111,10,8,0,2,0.650017739,5,2,3
We should ban missionary work,Dovremmo vietare il lavoro missionario,"Dovremmo vietare il lavoro missionario in quanto ci fa perdere dei preti, che vanno in missione in altri paesi, mentre ne abbiamo bisogno di loro nel nostro paese.",1,1,10,0,0,10,0.411668332,5,3,2
We should ban missionary work,Dovremmo vietare il lavoro missionario,Dovremmo vietare il lavoro missionario perchè per svolgerlo capita spesso che i volontari si rechino in territori di guerra in cui mettono a rischio la loro stessa vita.,1,1,10,0,0,10,1,6,0,6
